Company Name,Ticker Name,Exchange,Ticker Symbol,Division,"Type (Public, Subsidiary, Private, Defunct, Government)",Notes,"Base-
line",95,96,97,98,99,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,"Previous
Year
%
Change"
Tumblr (Verizon Media) [Internet Social Media],Verizon Communications Inc.,NYSE,VZ,Yes,,, , , , , , , , , , , , , , , , ,NM,NM,NM,NM,NM,69,67,68,68,64,,-5.9
Infiniti (Nissan) [Automobiles and Light Vehicles],Nissan Motor Co Ltd,OTCMKTS,NSANY,Yes,,,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,77,84,NM,78,82,,5.1
Mitsubishi [Automobiles and Light Vehicles],MITSUBISHI CORP/S ADR,OTCMKTS,MSBHY,No,,,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,77,79,78,79,76,,-3.8
Cigna [Health Insurance],Cigna Corp,NYSE,CI,No,,, , , , , , , ,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,60,67,66,73,72,,-1.4
Thrivent Financial [Life Insurance],N/A,N/A,N/A,N/A,,,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,82,81,83,NM,NM,,N/A
Primerica [Life Insurance],"Primerica, Inc.",NYSE,PRI,Yes,,,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,81,75,74,78,NM,,N/A
Albertsons Companies [Health and Personal Care Stores],N/A,N/A,N/A,N/A,,"Filed for IPO March 8, 2020", , , , , , , , , , , ,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,69,83,78,78,75,,-3.8
Petco [Specialty Retail Stores],N/A,N/A,N/A,N/A,,, , , , , , , ,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,76,78,77,78,77,,-1.3
Burlington [Specialty Retail Stores],Burlington Stores Inc,NYSE,BURL,No,,, , , , , , , ,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,76,79,77,76,76,,0.0
L Brands [Specialty Retail Stores],L Brands Inc,NYSE,LB,No,,, , , , , , , ,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,83,81,81,85,82,82,,0.0
AutoZone [Specialty Retail Stores],"AutoZone, Inc.",NYSE,AZO,No,,, , , , , , , ,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,75,80,78,78,77,,-1.3
Advance Auto Parts [Specialty Retail Stores],"Advance Auto Parts, Inc.",NYSE,AAP,No,,, , , , , , , ,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,72,79,79,78,78,,0.0
Abercrombie & Fitch [Specialty Retail Stores],Abercrombie & Fitch Co.,NYSE,ANF,No,,, , , , , , , ,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,65,76,79,78,79,,1.3
Hy-Vee [Supermarkets],N/A,N/A,N/A,N/A,,,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,78,79,81,79,78,,-1.3
Toys R Us [Specialty Retail Stores],N/A,N/A,N/A,N/A,,, , , , , , , ,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,75,77,78,†, ,,N/A
Windstream [Internet Service Providers],Windstream Holdings Inc,OTCMKTS,WINMQ,No,,, , , , , , , , , , , , , , , , , , , ,NM,NM,NM,59,57,56,57,,1.8
Suddenlink (Altice USA) [Internet Service Providers],Altice USA Inc,NYSE,ATUS,Yes,,, , , , , , , , , , , , , , , , , , , ,NM,NM,NM,61,66,61,60,,-1.6
U.S. Cellular [Wireless Telephone Service],United States Cellular Corp,NYSE,USM,No,,, , , , , , , , , , ,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,72,74,74,74,,0.0
Johnson & Johnson [Personal Care and Cleaning Products],Johnson & Johnson,NYSE,JNJ,No,,,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,82,81,82,77,,-6.1
Ascena [Specialty Retail Stores],Ascena Retail Group Inc,NASDAQ,ASNA,No,,, , , , , , , ,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,78,79,80,80,,0.0
Dick's Sporting Goods [Specialty Retail Stores],Dicks Sporting Goods Inc,NYSE,DKS,No,,, , , , , , , ,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,79,78,75,76,,1.3
Ahold Delhaize [Supermarkets],Koninklijke Ahold N.V. ADR,OTCMKTS,ADRNY,No,,, , , , , , , , , , , , , , , , , , , , , , ,76,79,78,77,,-1.3
Kmart (Sears) [Health and Personal Care Stores],Sears Holdings Corp,OTCMKTS,SHLDQ,Yes,,, , , , , , , , , , , ,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,76,84,80,76,75,,-1.3
Ross Stores [Department and Discount Stores],"Ross Stores, Inc.",NASDAQ,ROST,No,,,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,74,76,76,77,76,,-1.3
Belk [Department and Discount Stores],N/A,N/A,N/A,N/A,,Owned by Sycamore Partners,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,77,80,77,78,78,,0.0
Allstate [Life Insurance],Allstate Corp,NYSE,ALL,No,,,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,77,82,79,75,81,,8.0
Mutual of Omaha [Life Insurance],N/A,N/A,N/A,N/A,,,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,76,81,80,83,82,,-1.2
State Farm [Life Insurance],N/A,N/A,N/A,N/A,,,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,76,79,79,77,80,,3.9
Lincoln Financial [Life Insurance],Lincoln National Corporation,NYSE,LNC,Yes,,,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,75,76,76,78,78,,0.0
Farmers [Life Insurance],N/A,N/A,N/A,N/A,,,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,71,80,77,74,81,,9.5
Farm Bureau [Property and Casualty Insurance],N/A,N/A,N/A,N/A,,,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,80,74,80,80,NM,,N/A
AAA [Property and Casualty Insurance],N/A,N/A,N/A,N/A,,Owned by Colonial Realty Partnership (CRLP),NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,75,81,82,81,76,,-6.2
Nationwide [Property and Casualty Insurance],N/A,N/A,N/A,N/A,,,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,75,79,76,80,NM,,N/A
American Family [Property and Casualty Insurance],N/A,N/A,N/A,N/A,,,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,73,77,79,78,77,,-1.3
Liberty Mutual [Property and Casualty Insurance],N/A,N/A,N/A,N/A,,,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,73,77,80,76,78,,2.6
Travelers [Property and Casualty Insurance],Travelers Companies Inc,NYSE,TRV,No,,,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,73,77,80,78,NM,,N/A
Vanguard [Internet Investment Services],N/A,N/A,N/A,N/A,,, , , , , , ,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,80,81,82,79,81,,2.5
Scottrade (TD Ameritrade) [Internet Investment Services],N/A,N/A,N/A,N/A,,Acquired by TD Ameritrade/Toronto-Dominion Bank in September 2017., , , , , , ,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,79,83,77,#, ,,N/A
Edward Jones [Internet Investment Services],N/A,N/A,N/A,N/A,,Owned by Jones Financial Companies LLLP, , , , , , ,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,78,81,80,81,80,,-1.2
Merrill Edge (Bank of America) [Internet Investment Services],Bank of America Corp,NYSE,BAC,Yes,,, , , , , , ,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,73,79,77,79,74,,-6.3
Fred Meyer (Kroger) [Department and Discount Stores],Kroger Co,NYSE,KR,Yes,,,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,79,81,80,76,74,,-2.6
Verizon Communications [Fixed-Line Telephone Service],Verizon Communications Inc.,NYSE,VZ,No*,,, , , , , , , ,73,71,73,73,70,69,72,70,71,73,71,70,74,73,68,72,73,72,73,,1.4
Time Warner [Motion Pictures],Charter Communications Inc,NASDAQ,CHTR,Yes,,,78,77,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,,N/A
Cox Communications [Subscription Television Service],N/A,N/A,N/A,N/A,,, , , , , , , ,NM,NM,NM,63,63,63,63,63,66,67,67,63,65,63,62,59,61,60,59,,-1.7
DIRECTV (AT&T) [Subscription Television Service],AT&T Inc.,NYSE,T,Yes,,, , , , , , , ,70,70,72,71,67,71,67,68,71,68,69,68,72,69,68,68,68,64,66,,3.1
DISH Network [Subscription Television Service],DISH Network Corp,NASDAQ,DISH,No,,, , , , , , , ,71,68,71,71,68,68,67,65,64,71,67,69,70,67,67,67,67,67,67,,0.0
Time Warner Cable (Charter Communications) [Subscription Television Service],Charter Communications Inc,NASDAQ,CHTR,Yes,,, , , , , , , ,63,61,61,60,61,61,58,59,59,61,59,63,60,56,51,59,60,#, ,,N/A
Fios (Verizon Communications) [Subscription Television Service],Verizon Communications Inc.,NYSE,VZ,Yes,,, , , , , , , ,NM,NM,NM,NM,NM,NM,NM,NM,NM,73,72,74,73,68,71,70,71,68,68,,0.0
AT&T [Wireless Telephone Service],AT&T Inc.,NYSE,T,No*,,, , , , , , , , , , ,63,62,63,68,71,67,69,66,69,70,68,70,71,72,74,74,,0.0
AT&T Wireless [Wireless Telephone Service],AT&T Inc.,NYSE,T,Yes,,, , , , , , , , , , ,61,#, , , , , , , , , , , , , , ,,N/A
Nextel Communications [Wireless Telephone Service],T-Mobile Us Inc,NASDAQ,TMUS,Yes,,Acquired by T-Mobile US & Softbank, , , , , , , , , , ,NM,59,#, , , , , , , , , , , , , ,,N/A
T-Mobile [Wireless Telephone Service],T-Mobile Us Inc,NASDAQ,TMUS,No,,, , , , , , , , , , ,NM,64,69,70,71,71,73,70,69,68,69,70,74,73,76,76,,0.0
Verizon Wireless [Wireless Telephone Service],Verizon Communications Inc.,NYSE,VZ,Yes,,, , , , , , , , , , ,68,67,69,71,72,74,73,72,70,73,75,71,71,74,74,74,,0.0
Kyocera [Cellular Telephones],Kyocera Corp,OTCMKTS,KYOCY,No,,, , , , , , , , , , ,70,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,,N/A
Microsoft Mobile (Nokia) [Cellular Telephones],Nokia Oyj,NYSE, NOK,No,,, , , , , , , , , , ,72,70,69,72,74,74,76,73,75,76,77,75,74,80,#, ,,N/A
Samsung [Cellular Telephones],Samsung Electronics Co Ltd,KRX,005930,No,,, , , , , , , , , , ,73,71,73,70,71,70,76,74,71,76,81,80,80,80,80,81,,1.3
Gateway [Personal Computers],N/A,N/A,N/A,N/A,,"Acquired by Acer Inc. on October 16, 2007.",NM,NM,NM,NM,76,76,78,73,72,69,74,72,73,75,#, , , , , , , , , , , ,,N/A
Xfinity (Comcast) [Subscription Television Service],Comcast Corporation,NASDAQ,CMCSA,Yes,,, , , , , , , ,64,56,55,56,58,60,56,54,59,61,59,61,63,60,54,62,58,57,57,,0.0
Spectrum (Charter Communications) [Subscription Television Service],Charter Communications Inc,NASDAQ,CHTR,Yes,,, , , , , , , ,63,53,55,56,56,55,55,54,51,60,59,59,64,60,63,60,63,58,59,,1.7
Universal Studios [Motion Pictures],Comcast Corporation,NASDAQ,CMCSA,Yes,,,77,74,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,,N/A
Walt Disney [Motion Pictures],Walt Disney Co,NYSE,DIS,No,,,84,80,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,,N/A
AT&T Internet [Internet Service Providers],AT&T Inc.,NYSE,T,Yes,,, , , , , , , , , , , , , , , , , , , ,65,65,69,64,69,68,69,,1.5
Bell Atlantic [Fixed-Line Telephone Service],Verizon Communications Inc.,NYSE,VZ,No,Defunct,Changed name to Verizon Communications in June 2000 after merger with GTE. ,80,81,81,72,71,73,71,#, , , , , , , , , , , , , , , , , , ,,N/A
Ameritech [Fixed-Line Telephone Service],AT&T Inc.,NYSE,T,Yes,Defunct,"Acquired in 1999 by SBC Communications (which subsequently acquired AT&T Corporation in 2006, becoming AT&T Inc.)",81,79,77,73,70,66,#, , , , , , , , , , , , , , , , , , , ,,N/A
AT&T [Fixed-Line Telephone Service],AT&T Inc.,NYSE,T,No,,,85,83,83,80,81,79,75,73,73,76,76,72,71,70,75,71,75,71,70,73,72,65,70,71,72,72,,0.0
Dow Jones [Newspapers],News Corp Class A,NASDAQ,NWSA,Yes,,Subsidiary of News Corp.,75,76,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,,N/A
Gannett [Newspapers],Gannett Co Inc,NYSE,GCI,No,,,75,66,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,,N/A
Knight-Ridder [Newspapers],McClatchy Co,OTCMKTS,MNIQQ,Yes,,"Subsidiary of McClatchy Co, which filed for Bankruptcy February 13, 2020.",68,70,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,,N/A
New York Times [Newspapers],New York Times Co,NYSE,NYT,No,,,74,70,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,,N/A
Times Mirror [Newspapers],N/A,N/A,N/A,N/A,,The Times Mirror Company was an American newspaper and print media publisher from 1884 until 2000.,68,67,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,,N/A
Tribune [Newspapers],N/A,N/A,N/A,N/A,,,70,70,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,,N/A
U-verse TV (AT&T) [Subscription Television Service],AT&T Inc.,NYSE,T,Yes,,, , , , , , , ,NM,NM,NM,NM,NM,NM,NM,NM,NM,72,68,68,71,69,69,69,70,70,69,,-1.4
AT&T Corp. [Subscription Television Service],AT&T Inc.,NYSE,T,No*,Defunct,, , , , , , , ,62,56,†, , , , , , , , , , , , , , , , ,,N/A
Chili's [Full-Service Restaurants],"Brinker International, Inc.",NYSE,EAT,Yes,,Subsidiary of Brinker International., , , , , , , , , , , , , ,75,73,74,78,79,76,78,74,74,75,77,78,78,,0.0
Olive Garden (Darden) [Full-Service Restaurants],"Darden Restaurants, Inc.",NYSE,DRI,Yes,,Subsidiary of Darden Restaurants., , , , , , , , , , , , , ,80,82,81,84,82,80,83,80,79,81,81,80,79,,-1.3
McDonald's [Limited-Service Restaurants],Mcdonald's Corp,NYSE,MCD,No,,,63,63,60,60,61,61,59,62,61,64,NM**,62,63,64,69,70,67,72,73,73,71,67,69,69,69,69,,0.0
Papa John's [Limited-Service Restaurants],"Papa John's Int'l, Inc.",NASDAQ,PZZA,No,,,NM,NM,NM,NM,NM,76,77,78,76,76,NM**,78,79,77,76,75,80,79,83,82,82,78,82,82,80,80,,0.0
Pizza Hut (Yum! Brands) [Limited-Service Restaurants],"Yum! Brands, Inc.",NYSE,YUM,Yes,,Subsidiary of Yum! Brands.,69,66,63,71,71,68,70,71,70,75,NM**,71,76,72,76,74,78,81,78,80,82,78,77,76,80,80,,0.0
Starbucks [Limited-Service Restaurants],Starbucks Corporation,NASDAQ,SBUX,No,,,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM**,NM,77,78,77,76,78,80,76,80,76,74,75,77,78,79,,1.3
Taco Bell (Yum! Brands) [Limited-Service Restaurants],"Yum! Brands, Inc.",NYSE,YUM,Yes,,Subsidiary of Yum! Brands.,66,66,66,67,64,64,63,66,67,68,NM**,72,70,69,70,73,74,76,77,74,72,72,75,76,74,75,,1.4
Wendy's [Limited-Service Restaurants],Wendys Co,NASDAQ,WEN,No,,,72,73,71,69,73,71,70,72,74,74,NM**,75,76,78,73,76,77,77,78,79,78,73,76,76,77,77,,0.0
American [Airlines],American Airlines Group Inc,NASDAQ,AAL,No,,,70,71,71,62,67,64,63,62,63,67,66,64,62,60,62,60,63,63,64,65,66,66,72,76,74,73,,-1.4
Continental [Airlines],United Airlines Holdings Inc,NASDAQ,UAL,Yes,,Merged with UAL Corporation (parent of United Airlines) in 2010. ,67,64,66,64,66,64,62,67,68,68,67,70,67,69,62,68,71,64,#, , , , , , , ,,N/A
Delta [Airlines],"Delta Air Lines, Inc.",NYSE,DAL,No,,,77,72,67,69,65,68,66,61,66,67,67,65,64,59,60,64,62,56,65,68,71,71,71,76,74,75,,1.4
Northwest Airlines [Airlines],"Delta Air Lines, Inc.",NYSE,DAL,Yes,,Merged with Delta Airlines in 2010.,69,71,67,64,63,53,62,56,65,64,64,64,61,61,57,57,61,#, , , , , , , , ,,N/A
Southwest [Airlines],Southwest Airlines Co,NYSE,LUV,No,,,78,76,76,76,74,72,70,70,74,75,73,74,74,76,79,81,79,81,77,81,78,78,80,80,80,79,,-1.3
United [Airlines],United Airlines Holdings Inc,NASDAQ,UAL,No,,,71,67,70,68,65,62,62,59,64,63,64,61,63,56,56,56,60,61,62,62,60,60,68,70,67,70,,4.5
US Airways [Airlines],American Airlines Group Inc,NASDAQ,AAL,Yes,,Merged with American Airlines in 2013.,72,67,66,68,65,61,62,60,63,64,62,57,62,61,54,59,62,61,65,64,66,#, , , , ,,N/A
Facebook [Internet Social Media],"Facebook, Inc. Common Stock",NASDAQ,FB,No*,,, , , , , , , , , , , , , , , , ,64,66,61,62,67,75,68,68,67,63,,-6.0
Little Caesars [Limited-Service Restaurants],N/A,N/A,N/A,N/A,,Owned by Ilitch Holdings.,72,69,69,73,71,NM,69,70,74,75,NM**,74,77,75,75,75,78,80,82,82,80,74,81,78,77,77,,0.0
KFC (Yum! Brands) [Limited-Service Restaurants],"Yum! Brands, Inc.",NYSE,YUM,Yes,,Subsidiary of Yum! Brands.,67,68,69,67,64,64,65,63,69,71,NM**,69,70,71,70,69,75,75,75,81,74,73,78,78,77,78,,1.3
Outback Steakhouse [Full-Service Restaurants],Bloomin' Brands Inc,NASDAQ,BLMN,Yes,,Subsidiary of Bloomin’ Brands Inc., , , , , , , , , , , , , ,79,76,77,80,81,81,81,80,78,77,80,79,79,,0.0
Red Lobster [Full-Service Restaurants],N/A,N/A,N/A,N/A,,"Subsidiary of Darden Restaurants (1995-2014), Golden Gate Capital (2014-Present)", , , , , , , , , , , , , ,78,79,80,83,82,83,83,78,77,79,81,79,78,,-1.3
Best Western [Hotels],N/A,N/A,N/A,N/A,,,74,70,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,70,75,76,76,76,79,74,74,75,76,77,77,,0.0
Choice [Hotels],Choice Hotels International Inc,NYSE,CHH,No,,,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,71,76,74,74,76,75,74,73,74,74,73,74,,1.4
Hilton [Hotels],Hilton Worldwide Holdings Inc,NYSE,HLT,No,,,75,75,75,75,72,74,77,74,76,74,77,76,78,76,78,79,80,80,80,80,78,80,81,81,82,80,,-2.4
Holiday Inn [Hotels],InterContinental Hotels Group PLC,OTCMKTS,ICHGF,Yes,,,69,69,NM,NM,69,68,71,71,69,72,73,69,72,72,#, , , , , , , , , , , ,,N/A
Hyatt [Hotels],Hyatt Hotels Corporation,NYSE,H,No,,,76,75,77,77,75,73,74,73,75,77,74,74,75,77,78,74,79,77,76,79,78,80,79,80,79,79,,0.0
InterContinental [Hotels],InterContinental Hotels Group PLC,NYSE,IHG,Yes,,,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,74,75,78,76,77,78,78,76,76,78,77,78,,1.3
Marriott [Hotels],Marriott International Inc,NASDAQ,MAR,No,,,80,76,77,76,76,77,74,77,76,76,76,76,75,79,78,77,80,79,78,82,81,80,80,80,81,80,,-1.2
Promus Hotel [Hotels],N/A,N/A,N/A,N/A,Defunct,Purchased by Hilton Hotels Corporation in 1998.,82,80,83,77,78,79,#, , , , , , , , , , , , , , , , , , , ,,N/A
Ramada [Hotels],Wyndham Hotels & Resorts Inc,NYSE,WH,Yes,,Subsidiary of Wyndham Hotels and Resorts.,70,69,70,64,67,67,69,66,67,70,67,66,70,69,#, , , , , , , , , , , ,,N/A
Starwood (Marriott) [Hotels],Marriott International Inc,NASDAQ,MAR,Yes,,Subsidiary of Marriott International Inc. ,NM,NM,NM,NM,NM,NM,73,71,69,73,73,75,75,76,74,74,77,79,75,78,76,76,78,79,79,#,,N/A
Wyndham [Hotels],Wyndham Hotels & Resorts Inc,NYSE,WH,No,,,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,70,70,70,73,70,72,72,68,70,71,70,70,,0.0
Burger King [Limited-Service Restaurants],Restaurant Brands International Inc,NYSE,QSR,Yes,,Subsidiary of Restaurant Brands International.,66,65,67,68,64,66,67,65,68,68,NM**,71,70,69,71,69,74,75,75,76,76,72,76,77,76,76,,0.0
Myspace [Internet Social Media],Meredith Corporation,NYSE,MDP,Yes,,Subsidiary of Meredith Corporation., , , , , , , , , , , , , , , , ,63,NM,NM,NM,NM,NM,NM,NM,NM,NM,,N/A
Sony Pictures Entertainment [Motion Pictures],Sony Corp,NYSE,SNE,No*,,,71,74,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,,N/A
Charles Schwab [Internet Investment Services],Charles Schwab Corporation Common Stock,NYSE,SCHW,No,,, , , , , , ,76,72,76,75,71,74,80,82,78,79,80,79,77,84,80,78,81,80,79,81,,2.5
Chevron [Gasoline Stations],Chevron Corporation,NYSE,CVX,No,,,78,81,78,77,81,76,76,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,,N/A
Exxon [Gasoline Stations],Exxon Mobil Corporation,NYSE,XOM,No,,,78,80,79,78,80,#, ,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,,N/A
Exxon Mobil [Gasoline Stations],Exxon Mobil Corporation,NYSE,XOM,No,,, , , , , ,77,75,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,,N/A
Mobil [Gasoline Stations],Exxon Mobil Corporation,NYSE,XOM,Yes,,Subsidiary of Exonn Mobil Corporation.,80,79,78,78,82,#, ,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,,N/A
Phillips Petroleum [Gasoline Stations],ConocoPhillips,NYSE,COP,No,,,81,81,79,82,NM,NM,NM,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,,N/A
Shell Oil [Gasoline Stations],Royal Dutch Shell plc ADR Class A,NYSE,RDS.A,No,,,80,80,77,81,78,75,77,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,,N/A
Texaco [Gasoline Stations],Chevron Corporation,NYSE,CVX,Yes,,Subsidiary of Chevron Corporation.,78,80,82,77,81,75,75,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,,N/A
Unocal [Gasoline Stations],Chevron Corporation,NYSE,CVX,Yes,,Subsidiary of Chevron Corporation.,NM,80,NM,NM,NM,NM,NM,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,,N/A
Barnes & Noble [Specialty Retail Stores],N/A,N/A,N/A,N/A,,Acquired by Elliott Management in August 2019. , , , , , , , ,NM,NM,NM,NM,NM,NM,83,83,84,82,79,82,82,81,79,81,81,81,81,,0.0
Best Buy [Specialty Retail Stores],Best Buy Co Inc,NYSE,BBY,No,,, , , , , , , ,NM,NM,72,72,71,76,74,74,74,77,77,78,77,77,74,77,78,78,77,,-1.3
Borders [Specialty Retail Stores],N/A,N/A,N/A,N/A,,Filed for Bankruptcy in February 2011., , , , , , , ,NM,NM,NM,NM,NM,NM,81,79,81,80,†, , , , , , , , ,,N/A
Circuit City Stores [Specialty Retail Stores],N/A,N/A,N/A,N/A,,, , , , , , , ,NM,NM,73,72,70,69,71,72,†, , , , , , , , , , ,,N/A
Costco [Department and Discount Stores],Costco Wholesale Corporation,NASDAQ,COST,No,,, , , , , ,79,77,76,79,80,79,79,81,81,83,81,82,83,83,84,84,81,83,83,83,83,,0.0
Gap [Specialty Retail Stores],Gap Inc,NYSE,GPS,No,,, , , , , , , ,NM,NM,NM,NM,NM,NM,75,75,75,74,77,76,77,75,75,79,77,78,79,,1.3
BP Amoco [Gasoline Stations],BP plc,NYSE,BP,Yes,,, , , , , ,76,76,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,,N/A
BP [Gasoline Stations],BP plc,NYSE,BP,No,,,NM,NM,NM,NM,81,#, ,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,,N/A
E*Trade [Internet Investment Services],E*TRADE Financial Corp,NASDAQ,ETFC,Yes*,,Subsidiary of Morgan Stanley., , , , , , ,66,66,69,71,70,71,74,73,69,74,76,79,73,76,76,74,80,79,79,78,,-1.3
Fidelity [Internet Investment Services],N/A,N/A,N/A,N/A,,, , , , , , ,NM,NM,NM,NM,NM,NM,80,84,80,79,78,79,78,81,76,77,81,80,79,81,,2.5
TD Ameritrade [Internet Investment Services],TD Ameritrade Holding Corp.,NASDAQ,AMTD,No,,, , , , , , ,NM,NM,NM,NM,NM,NM,77,80,71,76,77,78,77,74,74,73,78,79,77,79,,2.6
1-800-FLOWERS.COM [Internet Retail],1-800-Flowers.Com Inc,NASDAQ,FLWS,No,,, , , , , , ,69,76,78,76,79,77,77,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,,N/A
Amazon [Internet Retail],"Amazon.com, Inc.",NASDAQ,AMZN,No,,, , , , , , ,84,84,88,88,84,87,87,88,86,86,87,86,85,88,86,83,86,85,82,83,,1.2
barnesandnoble.com [Internet Retail],N/A,N/A,N/A,N/A,,Acquired by Elliott Management in August 2019. , , , , , , ,77,82,87,86,87,87,88,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,,N/A
