https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume BTC
1594861200,2020-07-16 01:00:00,BTC/USD,9219.9,9227.1,9219.9,9226.7,102667.0,11.13
1594857600,2020-07-16 00:00:00,BTC/USD,9210.1,9220.0,9195.04,9219.9,368514.5,40.02
1594854000,2020-07-15 23:00:00,BTC/USD,9217.4,9217.5,9202.2,9210.1,337719.92,36.68
1594850400,2020-07-15 22:00:00,BTC/USD,9241.7,9243.5,9217.4,9217.4,185883.2,20.14
1594846800,2020-07-15 21:00:00,BTC/USD,9228.5,9245.9,9218.9,9241.7,194439.79,21.07
1594843200,2020-07-15 20:00:00,BTC/USD,9193.2,9229.37,9193.2,9228.5,425493.6,46.2
1594839600,2020-07-15 19:00:00,BTC/USD,9201.6,9204.83,9182.5,9193.2,728668.89,79.26
1594836000,2020-07-15 18:00:00,BTC/USD,9217.8,9225.2,9179.0,9201.6,594537.12,64.65
1594832400,2020-07-15 17:00:00,BTC/USD,9221.94,9230.3,9217.64,9217.8,182201.39,19.75
1594828800,2020-07-15 16:00:00,BTC/USD,9214.9,9222.2,9203.7,9221.94,590372.26,64.08
1594825200,2020-07-15 15:00:00,BTC/USD,9253.2,9258.51,9212.54,9214.9,314726.33,34.1
1594821600,2020-07-15 14:00:00,BTC/USD,9237.53,9255.7,9234.4,9253.2,224399.38,24.28
1594818000,2020-07-15 13:00:00,BTC/USD,9255.1,9255.3,9232.9,9237.53,663341.67,71.78
1594814400,2020-07-15 12:00:00,BTC/USD,9231.45,9256.3,9225.2,9255.1,205678.03,22.26
1594810800,2020-07-15 11:00:00,BTC/USD,9254.6,9258.3,9231.45,9231.45,340788.43,36.84
1594807200,2020-07-15 10:00:00,BTC/USD,9228.2,9256.7,9228.2,9254.6,521173.36,56.41
1594803600,2020-07-15 09:00:00,BTC/USD,9231.1,9231.1,9206.1,9228.2,535823.75,58.15
1594800000,2020-07-15 08:00:00,BTC/USD,9246.29,9246.4,9218.0,9231.1,293851.78,31.83
1594796400,2020-07-15 07:00:00,BTC/USD,9245.8,9246.3,9233.3,9246.29,494245.54,53.5
1594792800,2020-07-15 06:00:00,BTC/USD,9256.6,9256.7,9245.6,9245.8,339140.86,36.64
1594789200,2020-07-15 05:00:00,BTC/USD,9255.0,9257.5,9254.4,9256.6,90663.97,9.795
1594785600,2020-07-15 04:00:00,BTC/USD,9245.37,9255.0,9234.69,9255.0,178942.02,19.35
1594782000,2020-07-15 03:00:00,BTC/USD,9255.4,9261.8,9245.0,9245.37,161362.31,17.44
1594778400,2020-07-15 02:00:00,BTC/USD,9264.1,9264.4,9255.3,9255.4,141088.63,15.23
1594774800,2020-07-15 01:00:00,BTC/USD,9271.7,9271.9,9258.4,9264.1,256969.52,27.73
1594771200,2020-07-15 00:00:00,BTC/USD,9263.4,9280.0,9263.4,9271.7,282060.87,30.42
1594767600,2020-07-14 23:00:00,BTC/USD,9265.16,9273.53,9262.45,9263.4,61595.28,6.647
1594764000,2020-07-14 22:00:00,BTC/USD,9252.67,9273.41,9252.5,9265.16,225211.6,24.3
1594760400,2020-07-14 21:00:00,BTC/USD,9279.41,9286.1,9252.67,9252.67,249249.58,26.91
1594756800,2020-07-14 20:00:00,BTC/USD,9279.3,9287.3,9276.16,9279.41,461190.25,49.69
1594753200,2020-07-14 19:00:00,BTC/USD,9263.0,9282.1,9256.3,9279.3,431284.17,46.53
1594749600,2020-07-14 18:00:00,BTC/USD,9258.2,9269.6,9255.6,9263.0,277887.63,29.99
1594746000,2020-07-14 17:00:00,BTC/USD,9240.0,9277.0,9240.0,9258.2,1338048.46,144.56
1594742400,2020-07-14 16:00:00,BTC/USD,9237.0,9245.67,9223.6,9240.0,415952.2,45.03
1594738800,2020-07-14 15:00:00,BTC/USD,9226.5,9243.9,9222.8,9237.0,568703.57,61.6
1594735200,2020-07-14 14:00:00,BTC/USD,9211.81,9226.99,9200.4,9226.5,332992.06,36.15
1594731600,2020-07-14 13:00:00,BTC/USD,9218.47,9230.2,9204.25,9211.81,1154966.22,125.36
1594728000,2020-07-14 12:00:00,BTC/USD,9243.8,9250.0,9214.0,9218.47,538706.32,58.35
1594724400,2020-07-14 11:00:00,BTC/USD,9193.5,9244.0,9107.0,9243.8,7361122.51,802.27
1594720800,2020-07-14 10:00:00,BTC/USD,9208.25,9211.0,9187.2,9193.5,716259.65,77.9
1594717200,2020-07-14 09:00:00,BTC/USD,9207.4,9211.4,9205.75,9208.25,200824.92,21.81
1594713600,2020-07-14 08:00:00,BTC/USD,9194.6,9215.1,9192.5,9207.4,351168.17,38.14
1594710000,2020-07-14 07:00:00,BTC/USD,9205.1,9207.5,9193.4,9194.6,334099.43,36.31
1594706400,2020-07-14 06:00:00,BTC/USD,9193.98,9213.23,9188.6,9205.1,546520.71,59.38
1594702800,2020-07-14 05:00:00,BTC/USD,9196.6,9199.6,9186.3,9193.98,417978.1,45.46
1594699200,2020-07-14 04:00:00,BTC/USD,9229.8,9229.8,9163.4,9196.6,2727181.6,296.89
1594695600,2020-07-14 03:00:00,BTC/USD,9235.5,9240.6,9229.7,9229.8,189809.23,20.55
1594692000,2020-07-14 02:00:00,BTC/USD,9247.3,9251.1,9229.3,9235.5,678760.17,73.48
1594688400,2020-07-14 01:00:00,BTC/USD,9233.3,9251.1,9230.0,9247.3,318123.88,34.41
1594684800,2020-07-14 00:00:00,BTC/USD,9252.0,9252.0,9233.2,9233.3,319415.89,34.57
1594681200,2020-07-13 23:00:00,BTC/USD,9256.4,9258.0,9244.3,9252.0,209127.25,22.61
1594677600,2020-07-13 22:00:00,BTC/USD,9264.2,9264.2,9235.75,9256.4,662873.4,71.67
1594674000,2020-07-13 21:00:00,BTC/USD,9264.5,9278.8,9252.64,9264.2,787633.59,84.98
1594670400,2020-07-13 20:00:00,BTC/USD,9246.16,9277.7,9238.0,9264.5,608437.24,65.76
1594666800,2020-07-13 19:00:00,BTC/USD,9299.4,9299.4,9220.0,9246.16,2508579.62,271.27
1594663200,2020-07-13 18:00:00,BTC/USD,9333.04,9333.04,9286.9,9299.4,730388.58,78.51
1594659600,2020-07-13 17:00:00,BTC/USD,9320.5,9339.03,9320.5,9333.04,187068.62,20.04
1594656000,2020-07-13 16:00:00,BTC/USD,9308.79,9320.6,9307.3,9320.5,380088.45,40.81
1594652400,2020-07-13 15:00:00,BTC/USD,9323.2,9334.1,9306.0,9308.79,613385.56,65.82
1594648800,2020-07-13 14:00:00,BTC/USD,9333.8,9346.2,9323.2,9323.2,936821.51,100.31
1594645200,2020-07-13 13:00:00,BTC/USD,9337.5,9341.1,9314.3,9333.8,1217472.97,130.58
1594641600,2020-07-13 12:00:00,BTC/USD,9324.6,9350.0,9298.34,9337.5,3503001.57,375.28
1594638000,2020-07-13 11:00:00,BTC/USD,9304.6,9329.0,9302.2,9324.6,1580193.01,169.7
1594634400,2020-07-13 10:00:00,BTC/USD,9295.9,9309.0,9288.2,9304.6,815061.43,87.67
1594630800,2020-07-13 09:00:00,BTC/USD,9296.7,9304.75,9292.65,9295.9,305340.5,32.85
1594627200,2020-07-13 08:00:00,BTC/USD,9280.92,9301.9,9280.92,9296.7,417074.78,44.87
1594623600,2020-07-13 07:00:00,BTC/USD,9274.0,9285.0,9273.9,9280.92,275757.71,29.71
1594620000,2020-07-13 06:00:00,BTC/USD,9296.5,9303.2,9257.5,9274.0,256416.68,27.62
1594616400,2020-07-13 05:00:00,BTC/USD,9286.6,9301.38,9286.6,9296.5,345780.39,37.2
1594612800,2020-07-13 04:00:00,BTC/USD,9294.0,9300.5,9286.6,9286.6,153957.95,16.57
1594609200,2020-07-13 03:00:00,BTC/USD,9298.3,9302.7,9294.0,9294.0,261896.18,28.16
1594605600,2020-07-13 02:00:00,BTC/USD,9297.98,9305.5,9295.8,9298.3,92443.13,9.941
1594602000,2020-07-13 01:00:00,BTC/USD,9288.99,9317.5,9288.7,9297.98,185729.14,19.96
1594598400,2020-07-13 00:00:00,BTC/USD,9315.8,9330.0,9286.7,9288.99,887840.89,95.34
1594594800,2020-07-12 23:00:00,BTC/USD,9300.9,9325.02,9295.0,9315.8,728142.91,78.21
1594591200,2020-07-12 22:00:00,BTC/USD,9274.65,9343.51,9274.65,9300.9,2054058.94,220.79
1594587600,2020-07-12 21:00:00,BTC/USD,9240.6,9283.8,9235.47,9274.65,682462.71,73.68
1594584000,2020-07-12 20:00:00,BTC/USD,9233.5,9241.1,9225.4,9240.6,273535.99,29.63
1594580400,2020-07-12 19:00:00,BTC/USD,9228.6,9240.0,9175.0,9233.5,1519055.25,165.16
1594576800,2020-07-12 18:00:00,BTC/USD,9228.1,9234.6,9225.07,9228.6,101385.9,10.99
1594573200,2020-07-12 17:00:00,BTC/USD,9229.5,9234.4,9219.7,9228.1,193873.18,21.01
1594569600,2020-07-12 16:00:00,BTC/USD,9232.5,9239.1,9226.0,9229.5,190697.67,20.66
1594566000,2020-07-12 15:00:00,BTC/USD,9242.13,9242.13,9225.3,9232.5,584170.77,63.23
1594562400,2020-07-12 14:00:00,BTC/USD,9223.8,9243.1,9213.29,9242.13,599082.53,64.89
1594558800,2020-07-12 13:00:00,BTC/USD,9282.4,9368.4,9200.3,9223.8,6416687.14,689.59
1594555200,2020-07-12 12:00:00,BTC/USD,9256.59,9283.8,9251.16,9282.4,467767.7,50.45
1594551600,2020-07-12 11:00:00,BTC/USD,9268.9,9268.9,9256.0,9256.59,352460.0,38.07
1594548000,2020-07-12 10:00:00,BTC/USD,9270.8,9271.0,9268.1,9268.9,531035.61,57.28
1594544400,2020-07-12 09:00:00,BTC/USD,9268.5,9271.1,9258.1,9270.8,313654.04,33.85
1594540800,2020-07-12 08:00:00,BTC/USD,9267.77,9283.2,9267.1,9268.5,82830.0,8.929
1594537200,2020-07-12 07:00:00,BTC/USD,9269.5,9279.5,9259.0,9267.77,221662.57,23.92
1594533600,2020-07-12 06:00:00,BTC/USD,9284.35,9285.61,9266.8,9269.5,51363.29,5.539
1594530000,2020-07-12 05:00:00,BTC/USD,9281.77,9288.6,9276.02,9284.35,111874.21,12.06
1594526400,2020-07-12 04:00:00,BTC/USD,9290.0,9303.8,9279.36,9281.77,504966.53,54.33
1594522800,2020-07-12 03:00:00,BTC/USD,9288.3,9299.7,9288.3,9290.0,135147.79,14.54
1594519200,2020-07-12 02:00:00,BTC/USD,9288.6,9295.7,9283.1,9288.3,218423.35,23.51
1594515600,2020-07-12 01:00:00,BTC/USD,9260.9,9299.7,9260.9,9288.6,592705.9,63.84
1594512000,2020-07-12 00:00:00,BTC/USD,9246.3,9277.82,9244.3,9260.9,370440.3,40.01
1594508400,2020-07-11 23:00:00,BTC/USD,9228.6,9263.0,9228.6,9246.3,197949.34,21.4
1594504800,2020-07-11 22:00:00,BTC/USD,9232.19,9244.3,9224.7,9228.6,244497.18,26.48
1594501200,2020-07-11 21:00:00,BTC/USD,9225.16,9232.19,9219.9,9232.19,114560.2,12.42
1594497600,2020-07-11 20:00:00,BTC/USD,9217.0,9225.16,9215.9,9225.16,159904.43,17.34
1594494000,2020-07-11 19:00:00,BTC/USD,9235.1,9235.1,9216.9,9217.0,97694.93,10.59
1594490400,2020-07-11 18:00:00,BTC/USD,9229.8,9235.1,9218.4,9235.1,347696.59,37.68
1594486800,2020-07-11 17:00:00,BTC/USD,9228.01,9233.2,9221.74,9229.8,75832.51,8.217
1594483200,2020-07-11 16:00:00,BTC/USD,9237.61,9259.3,9222.8,9228.01,235134.34,25.45
1594479600,2020-07-11 15:00:00,BTC/USD,9241.9,9243.5,9235.8,9237.61,187976.19,20.34
1594476000,2020-07-11 14:00:00,BTC/USD,9237.6,9241.9,9222.2,9241.9,142111.98,15.39
1594472400,2020-07-11 13:00:00,BTC/USD,9225.7,9237.6,9217.0,9237.6,181300.92,19.66
1594468800,2020-07-11 12:00:00,BTC/USD,9219.1,9236.14,9209.19,9225.7,237787.85,25.77
1594465200,2020-07-11 11:00:00,BTC/USD,9224.8,9238.4,9217.9,9219.1,452652.26,49.07
1594461600,2020-07-11 10:00:00,BTC/USD,9225.0,9248.0,9220.0,9224.8,378799.12,41.03
1594458000,2020-07-11 09:00:00,BTC/USD,9275.6,9275.67,9200.1,9225.0,1862827.63,201.91
1594454400,2020-07-11 08:00:00,BTC/USD,9282.9,9283.0,9274.3,9275.6,190037.08,20.49
1594450800,2020-07-11 07:00:00,BTC/USD,9271.5,9292.6,9271.47,9282.9,116138.81,12.51
1594447200,2020-07-11 06:00:00,BTC/USD,9277.5,9280.0,9271.37,9271.5,165253.34,17.82
1594443600,2020-07-11 05:00:00,BTC/USD,9272.8,9287.3,9272.38,9277.5,271781.44,29.29
1594440000,2020-07-11 04:00:00,BTC/USD,9280.3,9290.13,9270.0,9272.8,117836.85,12.7
1594436400,2020-07-11 03:00:00,BTC/USD,9289.9,9300.0,9270.6,9280.3,547100.96,58.9
1594432800,2020-07-11 02:00:00,BTC/USD,9298.8,9299.2,9289.0,9289.9,138870.09,14.94
1594429200,2020-07-11 01:00:00,BTC/USD,9299.0,9299.06,9289.71,9298.8,186823.69,20.1
1594425600,2020-07-11 00:00:00,BTC/USD,9304.6,9311.8,9294.0,9299.0,868231.77,93.32
1594422000,2020-07-10 23:00:00,BTC/USD,9249.9,9324.6,9249.1,9304.6,1532970.16,164.73
1594418400,2020-07-10 22:00:00,BTC/USD,9235.2,9253.9,9235.1,9249.9,401155.09,43.38
1594414800,2020-07-10 21:00:00,BTC/USD,9253.14,9253.17,9231.4,9235.2,272338.49,29.47
1594411200,2020-07-10 20:00:00,BTC/USD,9247.7,9269.3,9247.7,9253.14,1184922.36,127.96
1594407600,2020-07-10 19:00:00,BTC/USD,9234.5,9253.9,9234.5,9247.7,343398.29,37.15
1594404000,2020-07-10 18:00:00,BTC/USD,9236.8,9237.2,9226.84,9234.5,98536.24,10.67
1594400400,2020-07-10 17:00:00,BTC/USD,9238.7,9238.8,9223.8,9236.8,107181.07,11.61
1594396800,2020-07-10 16:00:00,BTC/USD,9253.0,9268.11,9230.1,9238.7,891912.43,96.42
1594393200,2020-07-10 15:00:00,BTC/USD,9203.03,9253.0,9198.9,9253.0,850588.12,92.16
1594389600,2020-07-10 14:00:00,BTC/USD,9190.4,9203.24,9184.5,9203.03,413839.78,45.0
1594386000,2020-07-10 13:00:00,BTC/USD,9200.5,9211.35,9185.0,9190.4,517394.34,56.21
1594382400,2020-07-10 12:00:00,BTC/USD,9178.4,9207.2,9177.6,9200.5,421387.51,45.86
1594378800,2020-07-10 11:00:00,BTC/USD,9202.1,9217.9,9178.4,9178.4,245433.39,26.68
1594375200,2020-07-10 10:00:00,BTC/USD,9199.8,9203.8,9184.1,9202.1,263382.17,28.64
1594371600,2020-07-10 09:00:00,BTC/USD,9189.6,9200.4,9180.0,9199.8,222629.19,24.22
1594368000,2020-07-10 08:00:00,BTC/USD,9165.5,9204.0,9165.5,9189.6,370111.67,40.27
1594364400,2020-07-10 07:00:00,BTC/USD,9159.74,9176.94,9141.5,9165.5,781450.37,85.33
1594360800,2020-07-10 06:00:00,BTC/USD,9161.2,9179.44,9158.5,9159.74,296322.17,32.32
1594357200,2020-07-10 05:00:00,BTC/USD,9154.73,9175.0,9142.0,9161.2,503710.15,55.0
1594353600,2020-07-10 04:00:00,BTC/USD,9228.6,9236.8,9133.1,9154.73,2321783.9,253.06
1594350000,2020-07-10 03:00:00,BTC/USD,9227.1,9238.9,9224.5,9228.6,179684.31,19.46
1594346400,2020-07-10 02:00:00,BTC/USD,9233.5,9235.9,9209.27,9227.1,305466.78,33.12
1594342800,2020-07-10 01:00:00,BTC/USD,9228.2,9235.9,9226.78,9233.5,158168.28,17.13
1594339200,2020-07-10 00:00:00,BTC/USD,9248.86,9248.9,9226.46,9228.2,237879.69,25.75
1594335600,2020-07-09 23:00:00,BTC/USD,9255.3,9255.39,9235.0,9248.86,512391.11,55.41
1594332000,2020-07-09 22:00:00,BTC/USD,9260.88,9262.73,9234.7,9255.3,236684.53,25.59
1594328400,2020-07-09 21:00:00,BTC/USD,9250.2,9265.3,9246.57,9260.88,299981.5,32.41
1594324800,2020-07-09 20:00:00,BTC/USD,9233.45,9253.5,9226.3,9250.2,188679.7,20.42
1594321200,2020-07-09 19:00:00,BTC/USD,9242.5,9242.5,9210.0,9233.45,465060.98,50.42
1594317600,2020-07-09 18:00:00,BTC/USD,9218.1,9242.5,9213.22,9242.5,404876.69,43.87
1594314000,2020-07-09 17:00:00,BTC/USD,9227.7,9247.4,9212.8,9218.1,631707.1,68.42
1594310400,2020-07-09 16:00:00,BTC/USD,9227.59,9243.6,9206.3,9227.7,1447025.82,156.8
1594306800,2020-07-09 15:00:00,BTC/USD,9315.53,9315.53,9175.0,9227.59,18428876.91,1993.28
1594303200,2020-07-09 14:00:00,BTC/USD,9411.05,9412.38,9302.6,9315.53,3188716.8,340.96
1594299600,2020-07-09 13:00:00,BTC/USD,9441.0,9442.5,9399.05,9411.05,1239293.67,131.6
1594296000,2020-07-09 12:00:00,BTC/USD,9417.76,9441.0,9417.2,9441.0,824290.69,87.41
1594292400,2020-07-09 11:00:00,BTC/USD,9384.6,9418.8,9376.19,9417.76,422823.35,45.0
1594288800,2020-07-09 10:00:00,BTC/USD,9402.52,9402.52,9374.0,9384.6,350477.89,37.34
1594285200,2020-07-09 09:00:00,BTC/USD,9410.0,9412.6,9397.9,9402.52,267441.43,28.44
1594281600,2020-07-09 08:00:00,BTC/USD,9416.7,9419.2,9409.1,9410.0,285172.08,30.29
1594278000,2020-07-09 07:00:00,BTC/USD,9426.8,9428.6,9415.2,9416.7,586794.84,62.28
1594274400,2020-07-09 06:00:00,BTC/USD,9401.8,9433.5,9401.2,9426.8,1984450.86,210.58
1594270800,2020-07-09 05:00:00,BTC/USD,9402.8,9416.5,9400.55,9401.8,177474.27,18.86
1594267200,2020-07-09 04:00:00,BTC/USD,9404.8,9418.5,9395.2,9402.8,168713.31,17.94
1594263600,2020-07-09 03:00:00,BTC/USD,9399.2,9406.9,9388.84,9404.8,358961.37,38.19
1594260000,2020-07-09 02:00:00,BTC/USD,9404.1,9421.7,9380.0,9399.2,1022546.02,108.77
1594256400,2020-07-09 01:00:00,BTC/USD,9424.3,9425.2,9404.1,9404.1,557870.48,59.27
1594252800,2020-07-09 00:00:00,BTC/USD,9447.0,9451.7,9411.5,9424.3,429691.88,45.53
1594249200,2020-07-08 23:00:00,BTC/USD,9468.7,9468.7,9436.6,9447.0,277281.96,29.33
1594245600,2020-07-08 22:00:00,BTC/USD,9449.7,9497.2,9446.1,9468.7,1883929.16,198.76
1594242000,2020-07-08 21:00:00,BTC/USD,9443.7,9450.4,9435.7,9449.7,384345.17,40.7
1594238400,2020-07-08 20:00:00,BTC/USD,9453.2,9459.7,9435.03,9443.7,288541.32,30.54
1594234800,2020-07-08 19:00:00,BTC/USD,9427.52,9459.3,9427.52,9453.2,356968.29,37.78
1594231200,2020-07-08 18:00:00,BTC/USD,9439.9,9441.1,9423.63,9427.52,277434.86,29.42
1594227600,2020-07-08 17:00:00,BTC/USD,9428.8,9442.83,9421.7,9439.9,361656.28,38.33
1594224000,2020-07-08 16:00:00,BTC/USD,9428.8,9445.18,9401.3,9428.8,1181280.43,125.38
1594220400,2020-07-08 15:00:00,BTC/USD,9446.4,9450.4,9411.77,9428.8,1135671.18,120.32
1594216800,2020-07-08 14:00:00,BTC/USD,9470.0,9490.1,9437.4,9446.4,3597679.14,380.08
1594213200,2020-07-08 13:00:00,BTC/USD,9306.9,9480.0,9306.9,9470.0,17461528.73,1852.88
1594209600,2020-07-08 12:00:00,BTC/USD,9324.5,9350.0,9301.8,9306.9,1464207.67,156.94
1594206000,2020-07-08 11:00:00,BTC/USD,9313.41,9324.5,9302.19,9324.5,549033.75,58.94
1594202400,2020-07-08 10:00:00,BTC/USD,9295.0,9319.3,9294.92,9313.41,542054.46,58.26
1594198800,2020-07-08 09:00:00,BTC/USD,9301.85,9305.0,9292.0,9295.0,1078035.05,115.93
1594195200,2020-07-08 08:00:00,BTC/USD,9303.3,9316.1,9294.0,9301.85,681671.61,73.28
1594191600,2020-07-08 07:00:00,BTC/USD,9279.1,9307.5,9272.98,9303.3,516109.95,55.55
1594188000,2020-07-08 06:00:00,BTC/USD,9290.0,9295.5,9279.1,9279.1,338809.49,36.48
1594184400,2020-07-08 05:00:00,BTC/USD,9276.1,9291.7,9276.1,9290.0,121826.07,13.12
1594180800,2020-07-08 04:00:00,BTC/USD,9324.5,9335.0,9272.9,9276.1,785366.81,84.42
1594177200,2020-07-08 03:00:00,BTC/USD,9319.27,9335.0,9305.1,9324.5,708262.81,76.0
1594173600,2020-07-08 02:00:00,BTC/USD,9289.1,9325.14,9289.05,9319.27,1222833.98,131.31
1594170000,2020-07-08 01:00:00,BTC/USD,9259.03,9289.9,9259.03,9289.1,462763.83,49.87
1594166400,2020-07-08 00:00:00,BTC/USD,9267.51,9278.6,9256.0,9259.03,195926.35,21.16
1594162800,2020-07-07 23:00:00,BTC/USD,9256.1,9279.1,9256.1,9267.51,563763.23,60.84
1594159200,2020-07-07 22:00:00,BTC/USD,9257.3,9265.5,9249.12,9256.1,514447.6,55.6
1594155600,2020-07-07 21:00:00,BTC/USD,9265.9,9268.3,9244.3,9257.3,214841.84,23.21
1594152000,2020-07-07 20:00:00,BTC/USD,9244.52,9265.9,9211.1,9265.9,1270396.29,137.61
1594148400,2020-07-07 19:00:00,BTC/USD,9281.28,9285.0,9240.6,9244.52,527396.26,56.99
1594144800,2020-07-07 18:00:00,BTC/USD,9295.83,9299.1,9278.8,9281.28,344107.21,37.05
1594141200,2020-07-07 17:00:00,BTC/USD,9276.5,9295.83,9274.0,9295.83,169419.1,18.25
1594137600,2020-07-07 16:00:00,BTC/USD,9287.5,9295.0,9275.0,9276.5,739914.79,79.66
1594134000,2020-07-07 15:00:00,BTC/USD,9268.4,9287.5,9257.5,9287.5,609588.74,65.72
1594130400,2020-07-07 14:00:00,BTC/USD,9264.77,9293.0,9254.9,9268.4,1402829.26,151.39
1594126800,2020-07-07 13:00:00,BTC/USD,9282.9,9284.5,9252.2,9264.77,729580.9,78.7
1594123200,2020-07-07 12:00:00,BTC/USD,9283.9,9298.8,9276.9,9282.9,1161945.75,125.16
1594119600,2020-07-07 11:00:00,BTC/USD,9256.8,9284.3,9249.8,9283.9,446272.65,48.2
1594116000,2020-07-07 10:00:00,BTC/USD,9240.05,9260.0,9232.0,9256.8,258160.62,27.92
1594112400,2020-07-07 09:00:00,BTC/USD,9274.2,9274.3,9240.0,9240.05,1263858.18,136.57
1594108800,2020-07-07 08:00:00,BTC/USD,9270.9,9283.2,9265.0,9274.2,364780.97,39.33
1594105200,2020-07-07 07:00:00,BTC/USD,9286.78,9286.78,9255.86,9270.9,436206.44,47.06
1594101600,2020-07-07 06:00:00,BTC/USD,9295.1,9295.7,9255.0,9286.78,910139.3,98.18
1594098000,2020-07-07 05:00:00,BTC/USD,9299.5,9305.1,9281.59,9295.1,123314.88,13.27
1594094400,2020-07-07 04:00:00,BTC/USD,9309.9,9309.9,9297.4,9299.5,211733.61,22.76
1594090800,2020-07-07 03:00:00,BTC/USD,9285.0,9324.9,9284.94,9309.9,225043.31,24.18
1594087200,2020-07-07 02:00:00,BTC/USD,9325.2,9325.3,9275.0,9285.0,1685860.14,181.22
1594083600,2020-07-07 01:00:00,BTC/USD,9342.6,9344.2,9322.6,9325.2,218163.57,23.37
1594080000,2020-07-07 00:00:00,BTC/USD,9361.1,9389.41,9342.6,9342.6,750762.62,80.17
1594076400,2020-07-06 23:00:00,BTC/USD,9296.8,9389.59,9296.8,9361.1,2183537.88,233.68
1594072800,2020-07-06 22:00:00,BTC/USD,9286.3,9296.8,9268.7,9296.8,856274.3,92.25
1594069200,2020-07-06 21:00:00,BTC/USD,9283.3,9307.0,9280.6,9286.3,282612.77,30.43
1594065600,2020-07-06 20:00:00,BTC/USD,9299.9,9300.0,9272.0,9283.3,500930.03,53.96
1594062000,2020-07-06 19:00:00,BTC/USD,9299.66,9300.4,9272.5,9299.9,839121.97,90.35
1594058400,2020-07-06 18:00:00,BTC/USD,9323.22,9323.6,9290.3,9299.66,2384974.93,256.33
1594054800,2020-07-06 17:00:00,BTC/USD,9324.9,9333.5,9316.5,9323.22,859707.99,92.22
1594051200,2020-07-06 16:00:00,BTC/USD,9318.5,9371.0,9302.27,9324.9,7343375.2,785.87
1594047600,2020-07-06 15:00:00,BTC/USD,9268.7,9337.3,9261.0,9318.5,2966722.24,318.87
1594044000,2020-07-06 14:00:00,BTC/USD,9268.98,9274.3,9243.4,9268.7,783843.88,84.66
1594040400,2020-07-06 13:00:00,BTC/USD,9286.8,9295.2,9247.7,9268.98,1710767.42,184.4
1594036800,2020-07-06 12:00:00,BTC/USD,9240.3,9288.7,9220.0,9286.8,4848961.56,523.83
1594033200,2020-07-06 11:00:00,BTC/USD,9204.72,9240.3,9204.72,9240.3,519755.97,56.39
1594029600,2020-07-06 10:00:00,BTC/USD,9213.2,9219.7,9192.3,9204.72,736303.81,79.96
1594026000,2020-07-06 09:00:00,BTC/USD,9199.8,9214.6,9195.9,9213.2,962271.96,104.52
1594022400,2020-07-06 08:00:00,BTC/USD,9207.4,9212.0,9193.0,9199.8,1220114.14,132.55
1594018800,2020-07-06 07:00:00,BTC/USD,9234.34,9244.0,9197.0,9207.4,1122636.99,121.78
1594015200,2020-07-06 06:00:00,BTC/USD,9120.2,9242.0,9120.2,9234.34,5157804.2,560.63
1594011600,2020-07-06 05:00:00,BTC/USD,9107.0,9120.7,9098.0,9120.2,242473.03,26.62
1594008000,2020-07-06 04:00:00,BTC/USD,9105.0,9110.32,9099.61,9107.0,345497.87,37.94
1594004400,2020-07-06 03:00:00,BTC/USD,9108.3,9108.4,9094.6,9105.0,270655.83,29.73
1594000800,2020-07-06 02:00:00,BTC/USD,9094.4,9133.5,9094.4,9108.3,2774381.34,304.19
1593997200,2020-07-06 01:00:00,BTC/USD,9078.5,9096.3,9078.5,9094.4,249468.11,27.44
1593993600,2020-07-06 00:00:00,BTC/USD,9084.28,9094.2,9075.8,9078.5,294635.52,32.44
1593990000,2020-07-05 23:00:00,BTC/USD,9086.9,9098.1,9079.6,9084.28,488293.46,53.73
1593986400,2020-07-05 22:00:00,BTC/USD,9043.65,9101.6,9032.5,9086.9,2194996.59,241.64
1593982800,2020-07-05 21:00:00,BTC/USD,9025.09,9061.6,8918.0,9043.65,5645517.06,627.07
1593979200,2020-07-05 20:00:00,BTC/USD,9043.4,9043.4,9025.0,9025.09,804065.45,89.02
1593975600,2020-07-05 19:00:00,BTC/USD,9050.0,9055.72,9043.3,9043.4,216470.97,23.92
1593972000,2020-07-05 18:00:00,BTC/USD,9041.66,9051.0,9041.4,9050.0,352725.63,38.99
1593968400,2020-07-05 17:00:00,BTC/USD,9043.7,9049.53,9039.9,9041.66,618957.58,68.44
1593964800,2020-07-05 16:00:00,BTC/USD,9037.4,9054.91,9037.3,9043.7,508189.02,56.19
1593961200,2020-07-05 15:00:00,BTC/USD,9041.8,9073.8,9035.36,9037.4,666758.89,73.63
1593957600,2020-07-05 14:00:00,BTC/USD,9026.5,9041.9,9011.0,9041.8,224703.62,24.88
1593954000,2020-07-05 13:00:00,BTC/USD,9052.12,9052.2,9026.5,9026.5,407438.02,45.1
1593950400,2020-07-05 12:00:00,BTC/USD,9046.1,9052.12,9027.6,9052.12,562878.96,62.28
1593946800,2020-07-05 11:00:00,BTC/USD,9038.5,9050.8,9032.4,9046.1,734462.87,81.24
1593943200,2020-07-05 10:00:00,BTC/USD,9025.3,9052.0,9002.45,9038.5,590318.45,65.33
1593939600,2020-07-05 09:00:00,BTC/USD,9078.7,9081.01,9005.3,9025.3,2346162.5,259.9
