,ma1_length,ma2_length,cumulative_return,cumulative_baseline_return,profitable_quarters,total_trades
60,607,856,0.07335837464757633,0.013276653070862343,0,0
61,631,784,0.10656260269239048,0.013276653070862343,0,0
62,1025,1047,-0.11320509957399516,0.013276653070862343,0,0
63,755,1072,0.08584861348265749,0.013276653070862343,0,0
64,943,1003,0.04686949500856219,0.013276653070862343,0,0
65,305,617,-0.0007724300601774647,0.013276653070862343,0,0
66,154,856,-0.01992656832487083,0.013276653070862343,0,0
67,176,351,-0.4069376078664242,0.013276653070862343,0,0
68,920,1060,0.09329473237251795,0.013276653070862343,0,0
69,232,914,0.09454092773818124,0.013276653070862343,0,0
70,1061,1088,-0.07340054506702631,0.013276653070862343,0,0
71,34,558,-0.24548886384346458,0.013276653070862343,0,0
72,273,583,-0.10850060954312846,0.013276653070862343,0,0
73,982,1037,-0.01653307583162955,0.013276653070862343,0,0
74,261,866,0.053696132093344895,0.013276653070862343,0,0
75,542,609,0.13750780657428896,0.013276653070862343,0,0
76,483,651,0.13791196344391166,0.013276653070862343,0,0
77,917,1003,0.1653093063807043,0.013276653070862343,0,0
78,833,1007,0.19569036505650295,0.013276653070862343,0,0
79,253,455,-0.4041078715848706,0.013276653070862343,0,0
80,292,612,-0.031024941655854454,0.013276653070862343,0,0
81,724,873,0.0996813354207029,0.013276653070862343,0,0
82,52,163,-0.0017720355228455498,0.013276653070862343,0,0
83,494,509,0.024993103853912624,0.013276653070862343,0,0
84,663,698,0.057090212485561675,0.013276653070862343,0,0
85,573,867,0.16674582055528941,0.013276653070862343,0,0
86,721,844,0.07617379103362554,0.013276653070862343,0,0
87,17,578,-0.1374217830354275,0.013276653070862343,0,0
88,832,971,0.23348582964724218,0.013276653070862343,0,0
89,81,463,-0.2638766877655684,0.013276653070862343,0,0
90,486,801,0.09713517739873168,0.013276653070862343,0,0
91,521,591,-0.050870321227901694,0.013276653070862343,0,0
92,171,427,-0.3016579880821765,0.013276653070862343,0,0
93,496,909,0.046783657345970564,0.013276653070862343,0,0
94,331,965,0.13710737040821397,0.013276653070862343,0,0
95,670,1074,0.12832630225845199,0.013276653070862343,0,0
96,676,796,0.04307441049776073,0.013276653070862343,0,0
97,341,1090,0.10533778894012635,0.013276653070862343,0,0
98,168,312,-0.3859389988834492,0.013276653070862343,0,0
99,267,906,-0.010423814988778535,0.013276653070862343,0,0
