,ma1_length,ma2_length,median_return_rate,stdev_return_rate,cumulative_return,cumulative_baseline_return,profitable_quarters,sharpe_ratio,total_trades,mean_trades_per_quarter
68,457,933,0.036873785526066793,,32.404710135186974,32.248566172492154,17,,69,1.9714285714285715
69,649,1047,0.031877319188792885,,34.62957547005468,32.248566172492154,17,,60,1.7142857142857142
70,539,549,0.03686771982650239,,7.895529762485172,32.248566172492154,17,,456,13.028571428571428
71,848,978,0.03481377792088147,,38.39453820892587,32.248566172492154,17,,89,2.5428571428571427
72,432,687,0.03686743460758657,,28.41704697307754,32.248566172492154,17,,106,3.0285714285714285
73,189,739,0.03687136801550839,,33.20251734507924,32.248566172492154,17,,94,2.6857142857142855
74,954,998,0.03483397738453875,,35.33795426809412,32.248566172492154,17,,131,3.742857142857143
75,723,1093,0.031637645585600005,,41.840219493404945,32.248566172492154,17,,60,1.7142857142857142
76,996,1083,0.03458205223748112,,41.092181412059055,32.248566172492154,17,,98,2.8
77,372,944,0.036872816982223666,,34.594940118893234,32.248566172492154,17,,72,2.057142857142857
78,881,952,0.06111236911747753,,39.86558135350885,32.248566172492154,18,,111,3.1714285714285713
79,21,620,0.0372434272702431,,15.32474945035052,32.248566172492154,17,,232,6.628571428571429
80,791,959,0.031867391879784934,,39.209930459145454,32.248566172492154,17,,85,2.4285714285714284
81,242,363,0.026664679166650496,,16.7949866669345,32.248566172492154,17,,214,6.114285714285714
82,717,1085,0.03467091840514458,,44.14205484078445,32.248566172492154,18,,62,1.7714285714285714
83,891,904,0.031682217177064764,,20.83657019390886,32.248566172492154,17,,257,7.3428571428571425
84,220,932,0.03686870311501744,,35.31111073582208,32.248566172492154,17,,77,2.2
85,195,639,0.03685602196748339,,28.184974100340767,32.248566172492154,17,,112,3.2
86,543,978,0.03187975036650914,,34.793031204809274,32.248566172492154,17,,64,1.8285714285714285
87,909,1061,0.03470138065498474,,42.752241256309354,32.248566172492154,17,,83,2.3714285714285714
88,550,1048,0.03181613454960108,,36.52561480656592,32.248566172492154,17,,62,1.7714285714285714
89,751,901,0.0319417453982731,,33.766898875019265,32.248566172492154,17,,82,2.342857142857143
90,1030,1034,0.0295164791909166,,16.167795945415286,32.248566172492154,17,,343,9.8
91,924,939,0.031527432195797456,,22.240375961552488,32.248566172492154,17,,228,6.514285714285714
92,691,992,0.031898591993809955,,33.70394803174554,32.248566172492154,17,,68,1.9428571428571428
93,901,961,0.03491984683120819,,38.0875978463869,32.248566172492154,18,,113,3.2285714285714286
94,720,820,0.031861111337351256,,21.614763034891002,32.248566172492154,17,,113,3.2285714285714286
95,329,870,0.03686743460758635,,34.47075497482898,32.248566172492154,17,,74,2.1142857142857143
96,530,659,0.03687161575822273,,20.742894706597262,32.248566172492154,17,,137,3.914285714285714
97,891,1005,0.03472181368534,,44.47037782770015,32.248566172492154,17,,93,2.657142857142857
98,98,1077,0.0368732974937398,,38.74834218900215,32.248566172492154,17,,78,2.2285714285714286
99,455,1078,0.03687256171557496,,36.62189020390332,32.248566172492154,17,,57,1.6285714285714286
