,ma1_length,ma2_length,median_return_rate,stdev_return_rate,cumulative_return,cumulative_baseline_return,profitable_quarters,sharpe_ratio
71,234,349,0.1364143123677084,0.4893705352724339,2.9165750164553863,8.866619193689745,10,0.0632443263605944
72,268,614,0.10901441306340076,0.6672226705086486,15.511051205225836,8.866619193689745,12,0.09687697255239766
73,840,1011,0.05793715832914925,0.5841637982204136,7.701126685599592,8.866619193689745,9,0.08343280922219713
74,455,682,0.19359566448076815,0.617426764928075,41.29314004646281,8.866619193689745,14,0.12512673627904894
75,625,1041,0.10953486320454542,0.5578387241042534,10.939434708615115,8.866619193689745,9,0.09100142712707542
76,59,1093,0.1169489060785216,0.7187109787333883,16.245421432236338,8.866619193689745,11,0.09393324839213757
77,96,591,0.2539032772209904,0.5650632611648656,20.130357342793797,8.866619193689745,12,0.1032836172375383
78,750,940,0.08902380733776405,0.5763495300489903,11.105115497245183,8.866619193689745,11,0.08886940254731664
79,830,982,0.060287976326881765,0.5765030865735407,9.029864030854695,8.866619193689745,9,0.0865993342853662
80,131,476,0.23508208112568396,0.5406106711314715,13.848895189559766,8.866619193689745,10,0.09621725870305771
81,482,957,0.12031304249174246,0.5971121739563091,19.362480524690003,8.866619193689745,12,0.10607632418953362
82,680,1033,0.10460627763465258,0.5565323936938973,11.654852698380374,8.866619193689745,10,0.0911872118743301
83,1079,1094,0.07547993019197197,0.6104931120369104,8.097257620265026,8.866619193689745,9,0.08934507623615388
84,411,927,0.08822501764522861,0.6495656613046472,22.215559513045463,8.866619193689745,12,0.10698463650722326
85,499,986,0.09119502682956315,0.6128762907490868,15.46335003996887,8.866619193689745,11,0.0996901775406983
86,261,331,0.05510357092209128,0.4921326204339146,3.0197164842034514,8.866619193689745,11,0.06395562719554401
87,900,946,0.052016843925848155,0.5810433239326268,8.683778382681046,8.866619193689745,9,0.08609179114279984
88,561,710,0.11432007360165586,0.6340653161506249,13.897383873272988,8.866619193689745,12,0.09769511982906567
89,806,897,0.05418617528743308,0.5809335679188724,9.349046567243136,8.866619193689745,9,0.08778715553975411
90,560,1088,0.09844747654458663,0.5745097352666243,8.659524416665587,8.866619193689745,10,0.08546583593960444
91,272,653,0.10464336670409957,0.6686458909630308,10.486413724236407,8.866619193689745,10,0.08760750231133073
92,60,667,0.18427234400589487,0.5309365140039045,25.87970483779689,8.866619193689745,12,0.11362229363799665
93,1077,1091,0.08388642257483192,0.6074077265925781,7.151724752500559,8.866619193689745,9,0.08604173012472324
94,508,628,0.150590852043905,0.6258927361026498,15.47590125402975,8.866619193689745,12,0.09572988700986768
95,505,585,0.08855057604667493,0.6453285432924564,15.676631095929366,8.866619193689745,12,0.09703122421732312
96,987,1002,0.008709245198749382,0.5362328592574477,8.959999167647087,8.866619193689745,9,0.08800352702284145
97,358,970,0.16199105031183025,0.655084841945066,24.260709696706883,8.866619193689745,12,0.10742641264075703
98,795,1043,0.044879295232993055,0.5672157723186398,7.964229836886236,8.866619193689745,9,0.08385120924235738
99,262,437,0.18697700081598678,0.7471089351370122,10.37427300435547,8.866619193689745,10,0.08532538014562947
