,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
CBRL,18.5,17.25,25.375,33.5,23.3125,9.71875,17.9375,29.579999923706055,30.170000076293945,38.470001220703125,41.70000076293945,35.13999938964844,44.18000030517578,32.20000076293945,20.729999542236328,38.47999954223633,55.2400016784668,51.0099983215332,65.22000122070312,109.5,141.77000427246094,125.38999938964844,167.00999450683594,160.1699981689453,157.0,154.10000610351562,131.9199981689453
JACK,2.125,2.875,4.4375,7.59375,11.03125,10.46875,14.625,13.774999618530273,8.649999618530273,10.765000343322754,18.424999237060547,17.559999465942383,30.600000381469727,25.780000686645508,21.540000915527344,19.920000076293945,21.270000457763672,21.959999084472656,29.149999618530273,49.65999984741211,80.16000366210938,75.4800033569336,111.9800033569336,96.69000244140625,76.98999786376953,78.0999984741211,92.83000183105469
CI,7.055555820465088,11.472222328186035,15.194443702697754,19.22222137451172,26.333332061767578,26.770832061767578,44.43333435058594,30.833332061767578,13.706666946411133,19.19333267211914,27.183332443237305,37.29666519165039,44.276668548583984,53.79999923706055,16.90999984741211,35.27000045776367,36.86000061035156,42.81999969482422,54.099998474121094,86.98999786376953,103.63999938964844,144.7100067138672,133.91000366210938,204.13999938964844,187.69000244140625,205.38999938964844,209.13999938964844
AZO,24.125,29.125,27.0,28.75,33.0,32.125,28.25,71.8499984741211,71.19999694824219,85.0999984741211,91.30999755859375,91.8499984741211,115.94000244140625,120.0999984741211,138.94000244140625,158.99000549316406,273.489990234375,327.7200012207031,357.0,477.6700134277344,623.97998046875,733.0,795.5800170898438,716.5399780273438,831.6699829101562,1194.8599853515625,1183.56005859375
USM,32.5,33.75,27.75,30.75,38.375,102.25,60.0,45.5,25.149999618530273,35.5,45.0,49.4900016784668,69.94999694824219,83.48999786376953,43.45000076293945,42.5,50.25,44.61000061035156,35.93000030517578,41.59000015258789,40.15999984741211,40.02000045776367,43.68000030517578,37.790000915527344,51.45000076293945,36.439998626708984,30.75
JNJ,13.65625,21.375,24.9375,32.53125,41.46875,46.5625,52.0,58.900001525878906,54.25,51.65999984741211,63.349998474121094,61.06999969482422,66.12999725341797,66.55999755859375,60.130001068115234,64.70999908447266,62.630001068115234,65.58999633789062,71.0199966430664,91.13999938964844,105.05000305175781,101.70999908447266,115.77999877929688,139.66000366210938,128.1300048828125,145.8699951171875,157.24000549316406
ROST,0.3515630066394806,0.5976560115814209,1.5546879768371582,2.289062976837158,2.472656011581421,2.261718988418579,2.123047113418579,4.056250095367432,5.347499847412109,6.682499885559082,7.207499980926514,7.1875,7.324999809265137,6.367499828338623,7.442500114440918,10.692500114440918,16.0049991607666,24.235000610351562,27.135000228881836,37.17499923706055,47.41999816894531,53.0,66.0199966430664,80.86000061035156,81.80000305175781,116.4800033569336,122.54000091552734
LNC,17.75,26.75,26.1875,38.9375,41.25,38.875,47.3125,48.20000076293945,31.729999542236328,40.34000015258789,47.16999816894531,53.27000045776367,66.6500015258789,57.95000076293945,18.790000915527344,25.31999969482422,28.170000076293945,20.0,26.719999313354492,51.33000183105469,58.099998474121094,49.16999816894531,66.91000366210938,77.98999786376953,50.119998931884766,59.400001525878906,50.790000915527344
TRV,22.375,27.8125,29.375,41.125,34.75,33.25,54.4375,44.150001525878906,34.04999923706055,39.75,37.45000076293945,44.849998474121094,53.689998626708984,53.65999984741211,45.2599983215332,50.150001525878906,56.09000015258789,60.11000061035156,73.08999633789062,90.51000213623047,106.29000091552734,110.70999908447266,123.06999969482422,136.3000030517578,117.48999786376953,137.52000427246094,140.6300048828125
DIS,15.126333236694336,19.442270278930664,22.936124801635742,32.554500579833984,29.594999313354492,28.855125427246094,28.0535945892334,20.617849349975586,16.573200225830078,23.17288589477539,27.4345645904541,23.754919052124023,33.748165130615234,32.31999969482422,22.760000228881836,32.5,37.7400016784668,37.970001220703125,50.79999923706055,76.04000091552734,94.91000366210938,103.12000274658203,105.30000305175781,108.94999694824219,108.0999984741211,145.2899932861328,182.25999450683594
DRI,5.437891960144043,6.927724838256836,5.288908004760742,7.41192102432251,10.689554214477539,10.726799964904785,13.631975173950195,21.215227127075195,18.35176658630371,18.7540225982666,24.796785354614258,35.26435470581055,35.907962799072266,25.020261764526367,25.46721076965332,31.6798152923584,41.76300811767578,41.20878982543945,40.833351135253906,48.43150329589844,52.7401008605957,62.880001068115234,73.19999694824219,96.77999877929688,99.26000213623047,109.80000305175781,119.87999725341797
MCD,14.625,22.5,22.625,23.9375,38.6875,39.9375,33.8125,26.469999313354492,16.170000076293945,24.950000762939453,31.600000381469727,34.290000915527344,43.650001525878906,59.47999954223633,62.380001068115234,62.630001068115234,77.0999984741211,101.33000183105469,89.4000015258789,96.80999755859375,94.12999725341797,117.25,121.86000061035156,173.72999572753906,175.41000366210938,198.0,214.49000549316406
PZZA,3.1388890743255615,4.5833330154418945,8.4375,8.65625,11.53125,6.546875,5.578125,6.869999885559082,6.945000171661377,8.359999656677246,8.574999809265137,14.850000381469727,14.59000015258789,11.234999656677246,9.244999885559082,11.845000267028809,13.949999809265137,19.225000381469727,28.0049991607666,46.5099983215332,56.349998474121094,54.970001220703125,86.20999908447266,56.290000915527344,39.63999938964844,62.88999938964844,85.23999786376953
SBUX,0.8515629768371582,1.3125,1.7890629768371582,2.398437976837158,3.476562976837158,2.984375,5.490233898162842,4.777500152587891,5.117499828338623,8.362500190734863,15.822500228881836,15.28499984741211,17.799999237060547,10.069999694824219,4.704999923706055,11.65999984741211,16.2450008392334,23.424999237060547,27.295000076293945,39.03499984741211,41.064998626708984,58.77000045776367,55.90999984741211,57.95000076293945,63.68000030517578,88.12000274658203,107.66000366210938
WEN,11.875,10.875,11.625,27.25,16.25,18.25,24.125,24.399999618530273,26.350000381469727,11.800000190734863,12.920000076293945,16.989999771118164,21.799999237060547,8.829999923706055,4.940000057220459,4.739999771118164,4.639999866485596,5.420000076293945,4.760000228881836,8.729999542236328,9.100000381469727,10.609999656677246,13.550000190734863,16.40999984741211,15.470000267028809,22.209999084472656,21.93000030517578
LUV,3.358025074005127,4.543210029602051,4.419753074645996,7.370369911193848,9.972222328186035,10.791666984558105,22.166667938232422,18.25,14.100000381469727,16.219999313354492,16.34000015258789,16.3700008392334,15.460000038146973,12.180000305175781,8.609999656677246,11.399999618530273,13.029999732971191,8.720000267028809,10.449999809265137,18.850000381469727,42.689998626708984,41.70000076293945,50.400001525878906,65.91000366210938,46.04999923706055,54.380001068115234,46.47999954223633
CVX,22.4375,26.3125,32.625,38.25,41.53125,42.9375,42.59375,44.80500030517578,33.599998474121094,43.2400016784668,52.459999084472656,57.25,72.7699966430664,93.95999908447266,74.2300033569336,78.19999694824219,91.66000366210938,108.73999786376953,110.2699966430664,124.45999908447266,111.62999725341797,89.52999877929688,118.37999725341797,125.70999908447266,107.33999633789062,120.80999755859375,85.1500015258789
XOM,15.125,20.0625,24.5625,30.53125,36.375,39.75,43.34375,39.29999923706055,35.0,41.02000045776367,51.02000045776367,56.41999816894531,76.26000213623047,94.1500015258789,80.05999755859375,68.72000122070312,73.72000122070312,85.97000122070312,87.79000091552734,100.5999984741211,92.25,77.5,90.94000244140625,83.81999969482422,67.3499984741211,70.23999786376953,41.45000076293945
BP,19.9375,25.4375,35.1875,39.65625,45.875,59.25,49.0625,46.29999923706055,40.849998474121094,49.529998779296875,58.04999923706055,65.5,67.2699966430664,73.77999877929688,47.0,59.29999923706055,44.900001525878906,43.790000915527344,42.45000076293945,48.43000030517578,38.209999084472656,30.799999237060547,38.099998474121094,42.060001373291016,37.470001220703125,38.040000915527344,21.09000015258789
ODP,158.3333282470703,132.5,117.5,159.5833282470703,243.3333282470703,110.0,71.25,182.0,147.60000610351562,167.5,173.8000030517578,317.0,382.70001220703125,141.6999969482422,30.399999618530273,65.9000015258789,57.29999923706055,22.299999237060547,34.0,52.900001525878906,86.0,55.099998474121094,46.29999923706055,35.5,25.200000762939453,27.5,29.309999465942383
TJX,0.484375,0.5820310115814209,1.464843988418579,2.132812976837158,3.625,2.546875,3.5,4.982500076293945,4.912499904632568,5.494999885559082,6.287499904632568,5.800000190734863,7.224999904632568,7.175000190734863,5.102499961853027,9.0,11.142499923706055,16.287500381469727,21.450000762939453,31.68000030517578,34.32500076293945,34.94499969482422,37.779998779296875,38.43000030517578,44.22999954223633,61.33000183105469,68.30000305175781
JPM,11.958333015441895,19.5,30.083332061767578,36.20833206176758,46.75,49.83333206176758,44.625,36.4900016784668,25.25,36.560001373291016,39.47999954223633,39.83000183105469,48.0,43.54999923706055,31.190000534057617,41.790000915527344,43.0,34.060001373291016,44.97999954223633,58.310001373291016,62.18000030517578,63.95000076293945,87.33999633789062,107.62999725341797,95.94999694824219,139.7899932861328,127.5
KEY,12.5,17.9375,25.3125,35.09375,31.75,21.5,27.5625,24.200000762939453,25.469999313354492,29.31999969482422,33.88999938964844,33.18000030517578,37.790000915527344,23.530000686645508,8.489999771118164,5.659999847412109,8.960000038146973,7.840000152587891,8.619999885559082,13.430000305175781,14.0,12.989999771118164,18.510000228881836,20.31999969482422,14.529999732971191,20.360000610351562,16.579999923706055
PNC,21.125,31.75,37.5,56.5,54.25,44.0,73.0,55.70000076293945,42.369998931884766,54.72999954223633,57.439998626708984,62.25,74.47000122070312,65.51000213623047,48.4900016784668,53.7400016784668,61.290000915527344,58.93000030517578,59.5099983215332,76.05999755859375,91.83999633789062,94.0,118.77999877929688,145.25,115.1500015258789,159.75,149.67999267578125
CVS,7.78125,7.625,10.3125,16.1875,27.5,20.0,29.90625,14.925000190734863,12.725000381469727,18.145000457763672,22.700000762939453,26.670000076293945,30.950000762939453,39.709999084472656,28.809999465942383,32.43000030517578,34.939998626708984,41.29999923706055,49.02000045776367,71.16000366210938,96.5199966430664,96.16999816894531,79.58000183105469,73.05999755859375,64.86000061035156,74.6500015258789,68.68000030517578
UNH,5.625,8.125,5.625,6.21875,5.46875,6.640625,15.375,17.5,20.877500534057617,29.524999618530273,43.599998474121094,62.599998474121094,54.31999969482422,57.189998626708984,26.700000762939453,31.3799991607666,36.380001068115234,51.2400016784668,54.880001068115234,74.91000366210938,101.5,116.91000366210938,161.1300048828125,221.02000427246094,245.0,293.9800109863281,351.45001220703125
DDS,26.625,28.375,30.875,35.0,28.5625,20.1875,11.4375,16.239999771118164,15.800000190734863,16.510000228881836,27.030000686645508,25.040000915527344,35.290000915527344,18.670000076293945,3.950000047683716,18.75,38.45000076293945,45.810001373291016,84.23999786376953,96.87000274658203,125.44000244140625,65.0999984741211,63.63999938964844,60.41999816894531,59.400001525878906,74.3499984741211,64.0
PG,15.46875,20.53125,26.78125,39.65625,45.0,53.90625,39.0625,39.45000076293945,43.04999923706055,49.82500076293945,55.650001525878906,58.29999923706055,63.720001220703125,73.58999633789062,61.689998626708984,61.11000061035156,64.38999938964844,66.30000305175781,68.6500015258789,81.33000183105469,90.83999633789062,78.36000061035156,83.87999725341797,91.91999816894531,91.02999877929688,124.5,139.66000366210938
KO,12.875,18.5625,26.25,33.34375,33.5,29.0,30.46875,23.399999618530273,22.075000762939453,25.399999618530273,20.950000762939453,20.395000457763672,24.18000030517578,30.725000381469727,22.700000762939453,28.579999923706055,32.939998626708984,35.07500076293945,36.9900016784668,41.119998931884766,42.2599983215332,42.34000015258789,41.5,45.90999984741211,46.939998626708984,55.31999969482422,54.27000045776367
PEP,18.125,27.5625,30.0,36.3125,40.625,35.375,49.375,48.5,42.119998931884766,46.939998626708984,52.22999954223633,59.91999816894531,62.70000076293945,76.41000366210938,54.93000030517578,61.189998626708984,65.91000366210938,66.86000061035156,69.18000030517578,82.93000030517578,94.93000030517578,98.55999755859375,104.94000244140625,119.93000030517578,109.1500015258789,136.8699951171875,147.00999450683594
VFC,5.7232818603515625,6.164666175842285,7.9007768630981445,10.828624725341797,11.093456268310547,7.0032958984375,8.472222328186035,9.239642143249512,8.495762825012207,10.178908348083496,12.987288475036621,13.050847053527832,19.460922241210938,16.12994384765625,13.064971923828125,17.41996192932129,20.393125534057617,30.845104217529297,36.024009704589844,59.34086608886719,70.80037689208984,57.14689254760742,50.49905776977539,70.07533264160156,65.8757095336914,99.66999816894531,86.58000183105469
WHR,50.375,53.125,46.5,54.75,55.375,64.3125,47.5625,73.33000183105469,52.75,72.87999725341797,70.94999694824219,83.94000244140625,83.2699966430664,81.16999816894531,41.349998474121094,81.37999725341797,89.7300033569336,48.34000015258789,103.73999786376953,156.52000427246094,194.1699981689453,144.39999389648438,183.4600067138672,169.1699981689453,104.20999908447266,148.94000244140625,182.47999572753906
TAP,8.375,11.0625,9.5,16.8125,27.9375,26.25,40.15625,26.625,30.674999237060547,28.06999969482422,37.849998474121094,33.5,38.5,51.7400016784668,48.709999084472656,45.56999969482422,50.439998626708984,44.09000015258789,43.41999816894531,55.95000076293945,74.63999938964844,92.97000122070312,97.88999938964844,82.23999786376953,55.880001068115234,54.25,46.52000045776367
CPB,21.875,29.875,40.0,57.9375,54.875,39.625,34.6875,29.6200008392334,23.6299991607666,26.799999237060547,30.0,29.899999618530273,38.900001525878906,35.63999938964844,30.18000030517578,33.90999984741211,34.86000061035156,33.5,35.189998626708984,43.08000183105469,44.099998474121094,51.93000030517578,60.599998474121094,48.20000076293945,32.7599983215332,49.45000076293945,48.20000076293945
TSN,14.0,17.416667938232422,22.666667938232422,20.5,21.25,16.375,12.0,11.199999809265137,11.220000267028809,13.170000076293945,18.329999923706055,17.06999969482422,16.459999084472656,15.229999542236328,8.8100004196167,12.270000457763672,17.209999084472656,20.889999389648438,19.709999084472656,33.52000045776367,40.09000015258789,52.439998626708984,62.47999954223633,81.12000274658203,53.040000915527344,91.08000183105469,64.55000305175781
CAG,12.15953254699707,16.09922218322754,19.503890991210938,25.68093490600586,24.51361846923828,17.509727478027344,20.136186599731445,18.536964416503906,19.64202308654785,20.58365821838379,22.762645721435547,15.914397239685059,21.089494705200195,18.474708557128906,12.87159538269043,18.093385696411133,17.6575870513916,20.723735809326172,23.322956085205078,26.19455337524414,28.186769485473633,32.443580627441406,39.709999084472656,37.68000030517578,21.139999389648438,34.25,36.400001525878906
GIS,11.77762508392334,14.4375,15.875,17.890625,19.4375,17.6875,22.0,25.864999771118164,23.475000381469727,22.75,24.8700008392334,24.760000228881836,28.69499969482422,28.43000030517578,30.46500015258789,35.595001220703125,35.75,40.59000015258789,40.900001525878906,49.599998474121094,53.099998474121094,56.84000015258789,62.09000015258789,59.43000030517578,38.81999969482422,53.630001068115234,58.58000183105469
HSY,12.09375,16.1875,21.75,30.84375,31.0,23.5,32.09375,33.724998474121094,33.80500030517578,38.494998931884766,55.290000915527344,55.27000045776367,49.79999923706055,39.45000076293945,35.11000061035156,36.0099983215332,47.31999969482422,62.099998474121094,72.86000061035156,97.18000030517578,104.33000183105469,88.16000366210938,103.83999633789062,113.4800033569336,106.18000030517578,147.22999572753906,153.00999450683594
K,28.9375,38.375,32.6875,49.375,34.1875,30.125,26.0625,29.850000381469727,34.279998779296875,37.97999954223633,44.68000030517578,43.95000076293945,50.290000915527344,52.29999923706055,43.97999954223633,53.310001373291016,51.22999954223633,50.970001220703125,56.33000183105469,60.97999954223633,65.62999725341797,71.58999633789062,73.70999908447266,68.02999877929688,56.779998779296875,69.12999725341797,62.02000045776367
FUJHY,,2.299999952316284,2.200000047683716,1.662500023841858,2.480468988418579,3.799999952316284,3.174999952316284,2.1500000953674316,2.299999952316284,2.25,2.4549999237060547,2.755000114440918,2.5350000858306885,2.30049991607666,1.340000033378601,2.424999952316284,3.8949999809265137,2.987499952316284,6.367499828338623,14.380000114440918,17.899999618530273,20.037500381469727,20.440000534057617,15.8100004196167,10.800000190734863,12.449999809265137,9.699999809265137
TD,,4.84375,6.375,9.4375,9.03125,13.46875,14.375,12.869999885559082,10.875,16.875,20.84000015258789,26.295000076293945,29.69499969482422,34.96500015258789,17.739999771118164,31.635000228881836,37.435001373291016,37.709999084472656,42.709999084472656,46.78499984741211,47.22999954223633,38.630001068115234,49.56999969482422,58.81999969482422,49.33000183105469,56.2599983215332,56.77000045776367
ANF,,11.0,8.3125,15.65625,35.0625,28.625,20.5,26.649999618530273,20.979999542236328,24.850000381469727,47.2400016784668,66.0,69.72000122070312,79.63999938964844,23.290000915527344,35.22999954223633,58.369998931884766,49.58000183105469,48.0099983215332,32.439998626708984,28.760000228881836,26.530000686645508,11.640000343322754,17.639999389648438,19.639999389648438,17.399999618530273,20.510000228881836
CHH,,7.0,8.75,8.03125,6.78125,8.53125,6.875,11.074999809265137,11.40999984741211,17.575000762939453,29.0,42.13999938964844,42.04999923706055,33.09000015258789,30.399999618530273,31.850000381469727,38.52000045776367,38.560001373291016,34.0,49.040000915527344,56.41999816894531,49.70000076293945,56.599998474121094,77.80000305175781,70.73999786376953,103.94999694824219,107.0
FE,,,25.75,28.75,32.8125,22.4375,31.4375,34.75,32.95000076293945,35.29999923706055,39.619998931884766,49.18000030517578,60.45000076293945,72.12000274658203,48.52000045776367,46.619998931884766,37.2599983215332,44.66999816894531,42.220001220703125,32.959999084472656,39.099998474121094,31.520000457763672,30.969999313354492,30.719999313354492,37.38999938964844,48.560001373291016,30.610000610351562
AMZN,,,0.12187500298023224,0.25,2.730729103088379,4.074999809265137,0.7906249761581421,0.546500027179718,0.9595000147819519,2.638000011444092,2.247499942779541,2.373500108718872,1.934000015258789,4.767499923706055,2.567500114440918,6.8125,9.068499565124512,8.794500350952148,12.803999900817871,19.940000534057617,15.628999710083008,32.81449890136719,37.895999908447266,58.599998474121094,73.26000213623047,93.75,163.5
YUM,,,5.1671462059021,5.223310947418213,8.829079627990723,6.930715084075928,5.942217826843262,8.896476745605469,8.785046577453613,12.361610412597656,16.959022521972656,16.92667007446289,21.117900848388672,27.548526763916016,22.875629425048828,25.248022079467773,35.4421272277832,42.854061126708984,48.526241302490234,54.19123077392578,52.79655075073242,51.272464752197266,63.560001373291016,82.1500015258789,91.08999633789062,100.9000015258789,109.0199966430664
SRE,,,,28.25,25.3125,17.25,23.0,24.5,23.670000076293945,30.049999237060547,36.599998474121094,45.040000915527344,55.95000076293945,61.959999084472656,42.72999954223633,56.400001525878906,52.689998626708984,55.689998626708984,71.9800033569336,89.55000305175781,111.77999877929688,93.16000366210938,100.93000030517578,107.23999786376953,107.9800033569336,151.3300018310547,127.23999786376953
AEE,,,,43.0,42.5625,32.5625,45.875,42.349998474121094,41.75,46.16999816894531,50.20000076293945,51.70000076293945,53.72999954223633,54.09000015258789,33.34000015258789,28.030000686645508,28.329999923706055,33.650001525878906,31.139999389648438,36.04999923706055,46.290000915527344,43.130001068115234,52.59000015258789,58.97999954223633,65.06999969482422,76.94000244140625,77.63999938964844
LNVGY,,,,1.59375,1.71875,13.0,11.5,10.300000190734863,6.050000190734863,9.050000190734863,6.099999904632568,9.199999809265137,8.350000381469727,18.40999984741211,5.5,12.770000457763672,12.649999618530273,13.420000076293945,18.75,24.549999237060547,26.059999465942383,19.200000762939453,12.0600004196167,11.399999618530273,13.140000343322754,13.979999542236328,19.229999542236328
DENN,,,,10.0,6.125,1.78125,0.625,0.6299999952316284,0.6399999856948853,0.41999998688697815,4.5,3.950000047683716,4.760000228881836,3.819999933242798,1.9900000095367432,2.2200000286102295,3.619999885559082,3.859999895095825,4.989999771118164,7.170000076293945,10.390000343322754,9.640000343322754,12.920000076293945,13.260000228881836,16.06999969482422,19.940000534057617,14.520000457763672
MAR,,,,16.779876708984375,13.517123222351074,14.71152400970459,19.285205841064453,18.93329429626465,15.428163528442383,21.478242874145508,29.243595123291016,31.28514862060547,44.4666748046875,31.788543701171875,18.19684410095215,26.022619247436523,39.49104690551758,29.8799991607666,38.31999969482422,49.029998779296875,78.33999633789062,65.93000030517578,83.3499984741211,135.88999938964844,106.72000122070312,151.5,131.50999450683594
EBAY,,,,0.9382010102272034,4.14518404006958,6.845801830291748,3.544559955596924,6.880260944366455,7.17697811126709,13.543770790100098,24.661195755004883,18.396465301513672,12.777777671813965,14.078283309936523,5.904881954193115,9.98316478729248,11.872896194458008,12.97558879852295,22.053871154785156,23.135522842407227,23.72895622253418,27.110000610351562,29.829999923706055,38.16999816894531,27.649999618530273,36.40999984741211,50.47999954223633
ADS.DE,,,,40.9162483215332,23.775075912475586,18.875,16.5,21.075000762939453,20.575000762939453,22.575000762939453,29.854999542236328,40.375,37.779998779296875,51.0099983215332,26.600000381469727,37.959999084472656,49.279998779296875,49.5099983215332,68.33999633789062,92.87999725341797,57.720001220703125,88.12000274658203,149.75,167.14999389648438,183.0500030517578,289.20001220703125,300.0
UPS,,,,,65.0,69.6875,58.0,54.54999923706055,63.5,73.19999694824219,85.33999633789062,76.13999938964844,75.44999694824219,70.55000305175781,55.31999969482422,58.18000030517578,73.18000030517578,74.01000213623047,75.08999633789062,104.62999725341797,111.2699966430664,95.33999633789062,115.5199966430664,120.04000091552734,96.12000274658203,117.68000030517578,168.39999389648438
BB,,,,,2.1458330154418945,8.5,12.572916984558105,3.9549999237060547,2.194999933242798,11.19333267211914,27.75,22.200000762939453,43.086666107177734,114.44999694824219,40.709999084472656,68.16000366210938,58.689998626708984,14.84000015258789,12.319999694824219,7.449999809265137,11.010000228881836,9.170000076293945,6.929999828338623,11.25,7.0,6.519999980926514,6.699999809265137
FMNB,,,,,8.935212135314941,12.567014694213867,7.390762805938721,10.601125717163086,13.60053825378418,15.392156600952148,15.899999618530273,12.100000381469727,10.729999542236328,8.0,3.9000000953674316,4.599999904632568,3.5899999141693115,4.949999809265137,6.309999942779541,6.579999923706055,8.40999984741211,8.5,14.25,14.899999618530273,12.600000381469727,16.360000610351562,13.329999923706055
FLWS,,,,,21.75,11.0625,4.125,15.100000381469727,6.409999847412109,11.369999885559082,8.449999809265137,6.519999980926514,6.190000057220459,8.6899995803833,3.8299999237060547,2.690000057220459,2.700000047683716,2.2799999713897705,3.859999895095825,5.349999904632568,8.239999771118164,7.179999828338623,10.699999809265137,10.699999809265137,12.020000457763672,14.579999923706055,26.15999984741211
6503.T,,,,,,674.0,723.0,529.0,282.0,449.0,498.0,844.0,1099.0,1110.0,579.0,693.0,862.0,748.0,767.0,1302.0,1434.5,1280.0,1639.5,1871.5,1176.5,1477.0,1563.0
UBS,,,,,,22.333332061767578,26.90833282470703,25.469999313354492,24.084999084472656,33.349998474121094,42.31999969482422,48.845001220703125,62.220001220703125,46.380001068115234,14.4399995803833,15.84000015258789,16.579999923706055,12.300000190734863,16.270000457763672,18.8700008392334,17.049999237060547,18.920000076293945,16.219999313354492,18.5,12.25,12.699999809265137,14.4399995803833
005930.KS,,,,,,6000.0,3160.0,5580.0,6280.0,9020.0,9050.0,13280.0,12400.0,11180.0,9070.0,16060.0,19100.0,21400.0,30660.0,26960.0,26800.0,25200.0,35980.0,51380.0,39400.0,55500.0,81000.0
2357.TW,,,,,,441.34356689453125,175.6547088623047,337.627685546875,134.60977172851562,209.46575927734375,262.6700744628906,427.10003662109375,423.06512451171875,488.3427429199219,200.69151306152344,343.7158508300781,227.04917907714844,216.0,328.0,270.5,341.5,272.0,265.5,279.0,203.5,233.0,250.5
0992.HK,,,,,,14.100000381469727,4.900000095367432,3.924999952316284,2.6500000953674316,3.3499999046325684,2.325000047683716,3.575000047683716,3.1600000858306885,6.960000038146973,2.1500000953674316,4.860000133514404,4.980000019073486,5.269999980926514,7.070000171661377,9.329999923706055,10.199999809265137,7.800000190734863,4.739999771118164,4.409999847412109,5.360000133514404,5.210000038146973,7.179999828338623
7201.T,,,,,,402.0,649.0,705.0,953.0,1262.0,1115.0,1193.0,1450.0,1149.0,335.0,813.0,788.0,700.0,850.0,890.0,1056.0,1268.5,1191.0,1123.5,856.0999755859375,630.7000122070312,569.0
7211.T,,,,,,3440.0,3350.0,2290.0,2600.0,2220.0,1180.0,2480.0,1990.0,1860.0,1270.0,1280.0,1190.0,910.0,940.0,1128.0,1101.0,1033.0,680.0,814.0,572.0,452.0,220.0
6971.T,,,,,,13050.0,6310.0,4500.0,3555.0,3625.0,3925.0,4350.0,5560.0,4755.0,3275.0,4120.0,4215.0,3145.0,4075.0,5160.0,5518.0,5564.0,5845.0,7373.0,5312.0,7384.0,6356.0
MET,,,,,,12.923351287841797,31.25,28.030302047729492,24.429590225219727,30.0356502532959,36.15864562988281,43.85026550292969,53.13725662231445,54.59001922607422,31.434938430786133,31.978609085083008,40.0623893737793,28.582887649536133,30.338680267333984,47.727272033691406,48.556148529052734,41.99643325805664,48.582889556884766,50.810001373291016,40.61000061035156,51.279998779296875,47.029998779296875
AAP,,,,,,,13.386667251586914,16.166667938232422,16.333332061767578,27.226667404174805,29.333332061767578,43.470001220703125,35.709999084472656,37.90999984741211,33.86000061035156,40.70000076293945,66.5,71.13999938964844,73.48999786376953,110.36000061035156,160.85000610351562,149.25,170.77999877929688,100.9000015258789,156.16000366210938,160.47000122070312,157.89999389648438
PRU,,,,,,,29.100000381469727,32.61000061035156,31.5,41.900001525878906,54.849998474121094,73.80000305175781,85.97000122070312,93.01000213623047,30.290000915527344,50.43000030517578,59.43000030517578,51.470001220703125,54.939998626708984,91.5,91.01000213623047,79.55000305175781,105.2300033569336,115.16999816894531,79.94000244140625,94.04000091552734,78.4000015258789
GME,,,,,,,,2.40625,1.225000023841858,1.975000023841858,2.8687500953674316,3.9774999618530273,6.888750076293945,15.537500381469727,5.432499885559082,5.517499923706055,5.767499923706055,6.107500076293945,6.394999980926514,12.287500381469727,8.515000343322754,6.760000228881836,6.360000133514404,4.489999771118164,3.112499952316284,1.534999966621399,4.75
NFLX,,,,,,,,1.1564290523529053,0.8464289903640747,4.107142925262451,1.7999999523162842,3.8657140731811523,3.7142860889434814,3.794286012649536,4.2171430587768555,7.931428909301758,25.0,10.039999961853027,13.601428985595703,52.40142822265625,49.15142822265625,109.0,124.95999908447266,196.10000610351562,259.2799987792969,326.1000061035156,539.0
066570.KS,,,,,,,,58380.265625,40522.7734375,57497.203125,63678.64453125,88404.40625,54749.8984375,98608.6875,74275.3984375,120194.6640625,116269.9453125,75300.0,74600.0,68400.0,59000.0,53900.0,51800.0,106500.0,63300.0,71800.0,136500.0
RRGB,,,,,,,,12.260000228881836,12.949999809265137,30.25,53.25,51.15999984741211,35.79999923706055,31.989999771118164,16.8799991607666,18.110000610351562,21.649999618530273,28.479999542236328,35.869998931884766,73.37999725341797,77.87999725341797,60.880001068115234,57.0,56.79999923706055,26.440000534057617,33.08000183105469,19.25
DKS,,,,,,,,3.059999942779541,4.800000190734863,12.212499618530273,17.625,16.635000228881836,24.375,27.700000762939453,14.09000015258789,24.959999084472656,37.7400016784668,37.529998779296875,46.369998931884766,58.0,49.93000030517578,34.689998626708984,53.470001220703125,29.1299991607666,30.84000015258789,49.72999954223633,56.27000045776367
OSTK,,,,,,,,13.6899995803833,12.90999984741211,20.0,69.5999984741211,28.299999237060547,15.920000076293945,15.470000267028809,10.8100004196167,13.720000267028809,16.59000015258789,7.909999847412109,14.6899995803833,30.510000228881836,24.420000076293945,12.119999885559082,17.75,64.0999984741211,13.3100004196167,7.079999923706055,48.5
JBLU,,,,,,,,11.117036819458008,11.95555591583252,17.760000228881836,15.5600004196167,14.720000267028809,14.34000015258789,5.940000057220459,6.920000076293945,5.539999961853027,6.710000038146973,5.329999923706055,5.889999866485596,8.5600004196167,16.1299991607666,22.040000915527344,22.65999984741211,22.3700008392334,15.800000190734863,18.899999618530273,14.649999618530273
IHG,,,,,,,,,12.118489265441895,20.18355369567871,25.80402374267578,30.484268188476562,45.193607330322266,26.207538604736328,13.103769302368164,22.356197357177734,30.15094566345215,28.20225715637207,40.94390869140625,47.80369567871094,53.08484649658203,50.652671813964844,50.24262619018555,67.16543579101562,56.81770324707031,68.87000274658203,64.9000015258789
